subject,native_lang,context,mat_verb,wh,emb_verb,list,tense,response
10083,EN,MAT,predict,who,interview,cyan,finite,1
11057,EN,MAT,predict,who,interview,cyan,finite,1
11303,EN,MAT,predict,who,interview,cyan,finite,1
10469,EN,MAT,predict,who,interview,cyan,finite,1
11090,EN,MAT,predict,who,interview,cyan,finite,1
me387,EN,MAT,predict,who,interview,cyan,finite,1
10778,EN,MAT,predict,who,interview,cyan,finite,1
11374,EN,MAT,predict,who,interview,cyan,finite,1
10838,EN,MAT,predict,who,interview,cyan,finite,1
10436,EN,MAT,predict,who,interview,cyan,finite,1
11056,EN,MAT,predict,who,interview,cyan,finite,1
10118,EN,MAT,predict,who,interview,cyan,finite,1
10008,EN,MAT,predict,who,interview,cyan,finite,1
10735,EN,MAT,predict,who,interview,cyan,finite,1
10760,EN,MAT,predict,who,interview,cyan,finite,1
10407,EN,MAT,predict,who,interview,cyan,finite,1
10080,EN,MAT,predict,who,interview,cyan,finite,1
11008,EN,MAT,predict,who,interview,cyan,finite,1
10559,EN,MAT,predict,who,interview,cyan,finite,1
10044,EN,MAT,predict,who,hire,cyan,finite,1
10445,EN,MAT,predict,who,hire,cyan,finite,1
10110,EN,MAT,predict,who,hire,cyan,finite,1
11497,EN,MAT,predict,who,hire,cyan,finite,1
10803,EN,MAT,predict,who,hire,cyan,finite,0
10074,EN,MAT,predict,who,hire,cyan,finite,1
10083,EN,MAT,predict,who,hire,cyan,finite,1
11057,EN,MAT,predict,who,hire,cyan,finite,1
11303,EN,MAT,predict,who,hire,cyan,finite,1
10469,EN,MAT,predict,who,hire,cyan,finite,1
11090,EN,MAT,predict,who,hire,cyan,finite,1
me387,EN,MAT,predict,who,hire,cyan,finite,0
10778,EN,MAT,predict,who,hire,cyan,finite,1
11374,EN,MAT,predict,who,hire,cyan,finite,1
10838,EN,MAT,predict,who,hire,cyan,finite,1
10436,EN,MAT,predict,who,hire,cyan,finite,1
11056,EN,MAT,predict,who,hire,cyan,finite,1
10118,EN,MAT,predict,who,hire,cyan,finite,0
10008,EN,MAT,predict,who,hire,cyan,finite,1
10735,EN,MAT,predict,who,hire,cyan,finite,1
10760,EN,MAT,predict,who,hire,cyan,finite,1
10407,EN,MAT,predict,who,hire,cyan,finite,1
10080,EN,MAT,predict,who,hire,cyan,finite,1
11008,EN,MAT,predict,who,hire,cyan,finite,1
10559,EN,MAT,predict,who,hire,cyan,finite,1
10044,EN,MAF,predict,where,store,cyan,finite,0
10445,EN,MAF,predict,where,store,cyan,finite,1
10110,EN,MAF,predict,where,store,cyan,finite,0
11497,EN,MAF,predict,where,store,cyan,finite,0
10803,EN,MAF,predict,where,store,cyan,finite,0
10074,EN,MAF,predict,where,store,cyan,finite,0
10083,EN,MAF,predict,where,store,cyan,finite,1
11057,EN,MAF,predict,where,store,cyan,finite,0
11303,EN,MAF,predict,where,store,cyan,finite,0
10469,EN,MAF,predict,where,store,cyan,finite,0
11090,EN,MAF,predict,where,store,cyan,finite,0
me387,EN,MAF,predict,where,store,cyan,finite,0
10778,EN,MAF,predict,where,store,cyan,finite,0
11374,EN,MAF,predict,where,store,cyan,finite,0
10838,EN,MAF,predict,where,store,cyan,finite,0
10436,EN,MAF,predict,where,store,cyan,finite,0
11056,EN,MAF,predict,where,store,cyan,finite,1
10118,EN,MAF,predict,where,store,cyan,finite,0
10008,EN,MAF,predict,where,store,cyan,finite,0
10735,EN,MAF,predict,where,store,cyan,finite,0
10760,EN,MAF,predict,where,store,cyan,finite,0
10407,EN,MAF,predict,where,store,cyan,finite,0
10080,EN,MAF,predict,where,store,cyan,finite,1
11008,EN,MAF,predict,where,store,cyan,finite,0
10559,EN,MAF,predict,where,store,cyan,finite,1
10044,EN,MAF,predict,where,sell,cyan,finite,0
10445,EN,MAF,predict,where,sell,cyan,finite,0
10110,EN,MAF,predict,where,sell,cyan,finite,0
11497,EN,MAF,predict,where,sell,cyan,finite,0
10803,EN,MAF,predict,where,sell,cyan,finite,1
10074,EN,MAF,predict,where,sell,cyan,finite,0
10083,EN,MAF,predict,where,sell,cyan,finite,1
11057,EN,MAF,predict,where,sell,cyan,finite,0
11303,EN,MAF,predict,where,sell,cyan,finite,0
10469,EN,MAF,predict,where,sell,cyan,finite,0
11090,EN,MAF,predict,where,sell,cyan,finite,0
me387,EN,MAF,predict,where,sell,cyan,finite,0
10778,EN,MAF,predict,where,sell,cyan,finite,0
11374,EN,MAF,predict,where,sell,cyan,finite,0
10838,EN,MAF,predict,where,sell,cyan,finite,0
10436,EN,MAF,predict,where,sell,cyan,finite,0
11056,EN,MAF,predict,where,sell,cyan,finite,0
10118,EN,MAF,predict,where,sell,cyan,finite,1
10008,EN,MAF,predict,where,sell,cyan,finite,1
10735,EN,MAF,predict,where,sell,cyan,finite,0
10760,EN,MAF,predict,where,sell,cyan,finite,0
10407,EN,MAF,predict,where,sell,cyan,finite,0
10080,EN,MAF,predict,where,sell,cyan,finite,0
11008,EN,MAF,predict,where,sell,cyan,finite,0
10559,EN,MAF,predict,where,sell,cyan,finite,1
10044,EN,MAF,predict,who,invite,cyan,finite,0
10445,EN,MAF,predict,who,invite,cyan,finite,1
10110,EN,MAF,predict,who,invite,cyan,finite,0
11497,EN,MAF,predict,who,invite,cyan,finite,0
10803,EN,MAF,predict,who,invite,cyan,finite,0
10074,EN,MAF,predict,who,invite,cyan,finite,0
10083,EN,MAF,predict,who,invite,cyan,finite,1
11057,EN,MAF,predict,who,invite,cyan,finite,0
11303,EN,MAF,predict,who,invite,cyan,finite,0
10469,EN,MAF,predict,who,invite,cyan,finite,0
11090,EN,MAF,predict,who,invite,cyan,finite,0
me387,EN,MAF,predict,who,invite,cyan,finite,1
10778,EN,MAF,predict,who,invite,cyan,finite,0
11374,EN,MAF,predict,who,invite,cyan,finite,0
10838,EN,MAF,predict,who,invite,cyan,finite,0
10436,EN,MAF,predict,who,invite,cyan,finite,0
11056,EN,MAF,predict,who,invite,cyan,finite,0
10118,EN,MAF,predict,who,invite,cyan,finite,0
10008,EN,MAF,predict,who,invite,cyan,finite,0
10735,EN,MAF,predict,who,invite,cyan,finite,0
10760,EN,MAF,predict,who,invite,cyan,finite,0
10407,EN,MAF,predict,who,invite,cyan,finite,0
10080,EN,MAF,predict,who,invite,cyan,finite,0
11008,EN,MAF,predict,who,invite,cyan,finite,0
10559,EN,MAF,predict,who,invite,cyan,finite,1
10044,EN,MAF,predict,who,select,cyan,finite,0
10445,EN,MAF,predict,who,select,cyan,finite,0
10110,EN,MAF,predict,who,select,cyan,finite,0
11497,EN,MAF,predict,who,select,cyan,finite,0
10803,EN,MAF,predict,who,select,cyan,finite,0
10074,EN,MAF,predict,who,select,cyan,finite,0
10083,EN,MAF,predict,who,select,cyan,finite,1
11057,EN,MAF,predict,who,select,cyan,finite,0
11303,EN,MAF,predict,who,select,cyan,finite,0
10469,EN,MAF,predict,who,select,cyan,finite,0
11090,EN,MAF,predict,who,select,cyan,finite,0
me387,EN,MAF,predict,who,select,cyan,finite,0
10778,EN,MAF,predict,who,select,cyan,finite,0
11374,EN,MAF,predict,who,select,cyan,finite,0
10838,EN,MAF,predict,who,select,cyan,finite,0
10436,EN,MAF,predict,who,select,cyan,finite,0
11056,EN,MAF,predict,who,select,cyan,finite,0
10118,EN,MAF,predict,who,select,cyan,finite,1
10008,EN,MAF,predict,who,select,cyan,finite,0
10735,EN,MAF,predict,who,select,cyan,finite,0
10760,EN,MAF,predict,who,select,cyan,finite,0
10407,EN,MAF,predict,who,select,cyan,finite,0
10080,EN,MAF,predict,who,select,cyan,finite,0
11008,EN,MAF,predict,who,select,cyan,finite,0
10559,EN,MAF,predict,who,select,cyan,finite,1
10044,EN,MATF,predict,where,locate,cyan,finite,0
10445,EN,MATF,predict,where,locate,cyan,finite,1
10110,EN,MATF,predict,where,locate,cyan,finite,0
11497,EN,MATF,predict,where,locate,cyan,finite,1
10803,EN,MATF,predict,where,locate,cyan,finite,1
10074,EN,MATF,predict,where,locate,cyan,finite,0
10083,EN,MATF,predict,where,locate,cyan,finite,1
11057,EN,MATF,predict,where,locate,cyan,finite,1
11303,EN,MATF,predict,where,locate,cyan,finite,1
10469,EN,MATF,predict,where,locate,cyan,finite,1
11090,EN,MATF,predict,where,locate,cyan,finite,1
me387,EN,MATF,predict,where,locate,cyan,finite,1
10778,EN,MATF,predict,where,locate,cyan,finite,0
11374,EN,MATF,predict,where,locate,cyan,finite,0
10838,EN,MATF,predict,where,locate,cyan,finite,1
10436,EN,MATF,predict,where,locate,cyan,finite,1
11056,EN,MATF,predict,where,locate,cyan,finite,1
10118,EN,MATF,predict,where,locate,cyan,finite,0
10008,EN,MATF,predict,where,locate,cyan,finite,0
10735,EN,MATF,predict,where,locate,cyan,finite,1
10760,EN,MATF,predict,where,locate,cyan,finite,0
10407,EN,MATF,predict,where,locate,cyan,finite,0
10080,EN,MATF,predict,where,locate,cyan,finite,1
11008,EN,MATF,predict,where,locate,cyan,finite,0
10559,EN,MATF,predict,where,locate,cyan,finite,1
10044,EN,MATF,predict,where,display,cyan,finite,0
10445,EN,MATF,predict,where,display,cyan,finite,1
10110,EN,MATF,predict,where,display,cyan,finite,0
11497,EN,MATF,predict,where,display,cyan,finite,0
10803,EN,MATF,predict,where,display,cyan,finite,0
10074,EN,MATF,predict,where,display,cyan,finite,0
10083,EN,MATF,predict,where,display,cyan,finite,1
11057,EN,MATF,predict,where,display,cyan,finite,1
11303,EN,MATF,predict,where,display,cyan,finite,0
10469,EN,MATF,predict,where,display,cyan,finite,1
11090,EN,MATF,predict,where,display,cyan,finite,1
me387,EN,MATF,predict,where,display,cyan,finite,1
10778,EN,MATF,predict,where,display,cyan,finite,1
11374,EN,MATF,predict,where,display,cyan,finite,0
10838,EN,MATF,predict,where,display,cyan,finite,0
10436,EN,MATF,predict,where,display,cyan,finite,1
11056,EN,MATF,predict,where,display,cyan,finite,0
10118,EN,MATF,predict,where,display,cyan,finite,1
10008,EN,MATF,predict,where,display,cyan,finite,0
10735,EN,MATF,predict,where,display,cyan,finite,1
10760,EN,MATF,predict,where,display,cyan,finite,0
10407,EN,MATF,predict,where,display,cyan,finite,0
10080,EN,MATF,predict,where,display,cyan,finite,1
11008,EN,MATF,predict,where,display,cyan,finite,0
10559,EN,MATF,predict,where,display,cyan,finite,1
10044,EN,MATF,predict,who,ask,cyan,finite,0
10445,EN,MATF,predict,who,ask,cyan,finite,1
10110,EN,MATF,predict,who,ask,cyan,finite,1
11497,EN,MATF,predict,who,ask,cyan,finite,0
10803,EN,MATF,predict,who,ask,cyan,finite,0
10074,EN,MATF,predict,who,ask,cyan,finite,0
10083,EN,MATF,predict,who,ask,cyan,finite,1
11057,EN,MATF,predict,who,ask,cyan,finite,0
11303,EN,MATF,predict,who,ask,cyan,finite,0
10469,EN,MATF,predict,who,ask,cyan,finite,1
11090,EN,MATF,predict,who,ask,cyan,finite,1
me387,EN,MATF,predict,who,ask,cyan,finite,1
10778,EN,MATF,predict,who,ask,cyan,finite,1
11374,EN,MATF,predict,who,ask,cyan,finite,0
10838,EN,MATF,predict,who,ask,cyan,finite,0
10436,EN,MATF,predict,who,ask,cyan,finite,1
11056,EN,MATF,predict,who,ask,cyan,finite,1
10118,EN,MATF,predict,who,ask,cyan,finite,0
10008,EN,MATF,predict,who,ask,cyan,finite,0
10735,EN,MATF,predict,who,ask,cyan,finite,0
10760,EN,MATF,predict,who,ask,cyan,finite,0
10407,EN,MATF,predict,who,ask,cyan,finite,0
10080,EN,MATF,predict,who,ask,cyan,finite,0
11008,EN,MATF,predict,who,ask,cyan,finite,0
10559,EN,MATF,predict,who,ask,cyan,finite,1
10044,EN,MATF,predict,who,contact,cyan,finite,0
10445,EN,MATF,predict,who,contact,cyan,finite,1
10110,EN,MATF,predict,who,contact,cyan,finite,0
11497,EN,MATF,predict,who,contact,cyan,finite,0
10803,EN,MATF,predict,who,contact,cyan,finite,0
10074,EN,MATF,predict,who,contact,cyan,finite,0
10083,EN,MATF,predict,who,contact,cyan,finite,1
11057,EN,MATF,predict,who,contact,cyan,finite,1
11303,EN,MATF,predict,who,contact,cyan,finite,0
10469,EN,MATF,predict,who,contact,cyan,finite,1
11090,EN,MATF,predict,who,contact,cyan,finite,1
me387,EN,MATF,predict,who,contact,cyan,finite,0
10778,EN,MATF,predict,who,contact,cyan,finite,0
11374,EN,MATF,predict,who,contact,cyan,finite,0
10838,EN,MATF,predict,who,contact,cyan,finite,1
10436,EN,MATF,predict,who,contact,cyan,finite,1
11056,EN,MATF,predict,who,contact,cyan,finite,1
10118,EN,MATF,predict,who,contact,cyan,finite,0
10008,EN,MATF,predict,who,contact,cyan,finite,0
10735,EN,MATF,predict,who,contact,cyan,finite,0
10760,EN,MATF,predict,who,contact,cyan,finite,0
10407,EN,MATF,predict,who,contact,cyan,finite,0
10080,EN,MATF,predict,who,contact,cyan,finite,1
11008,EN,MATF,predict,who,contact,cyan,finite,0
10559,EN,MATF,predict,who,contact,cyan,finite,1
10044,EN,MAF,know,where,locate,cyan,finite,0
10445,EN,MAF,know,where,locate,cyan,finite,0
10110,EN,MAF,know,where,locate,cyan,finite,0
11497,EN,MAF,know,where,locate,cyan,finite,0
10803,EN,MAF,know,where,locate,cyan,finite,0
10074,EN,MAF,know,where,locate,cyan,finite,0
10083,EN,MAF,know,where,locate,cyan,finite,0
11057,EN,MAF,know,where,locate,cyan,finite,0
11303,EN,MAF,know,where,locate,cyan,finite,0
10469,EN,MAF,know,where,locate,cyan,finite,0
11090,EN,MAF,know,where,locate,cyan,finite,0
me387,EN,MAF,know,where,locate,cyan,finite,0
10778,EN,MAF,know,where,locate,cyan,finite,0
11374,EN,MAF,know,where,locate,cyan,finite,0
10838,EN,MAF,know,where,locate,cyan,finite,0
10436,EN,MAF,know,where,locate,cyan,finite,0
11056,EN,MAF,know,where,locate,cyan,finite,1
10118,EN,MAF,know,where,locate,cyan,finite,0
10008,EN,MAF,know,where,locate,cyan,finite,0
10735,EN,MAF,know,where,locate,cyan,finite,0
10760,EN,MAF,know,where,locate,cyan,finite,0
10407,EN,MAF,know,where,locate,cyan,finite,0
10080,EN,MAF,know,where,locate,cyan,finite,0
11008,EN,MAF,know,where,locate,cyan,finite,0
10559,EN,MAF,know,where,locate,cyan,finite,0
10044,EN,MAF,know,where,display,cyan,finite,0
10445,EN,MAF,know,where,display,cyan,finite,0
10110,EN,MAF,know,where,display,cyan,finite,0
11497,EN,MAF,know,where,display,cyan,finite,0
10803,EN,MAF,know,where,display,cyan,finite,0
10074,EN,MAF,know,where,display,cyan,finite,1
10083,EN,MAF,know,where,display,cyan,finite,0
11057,EN,MAF,know,where,display,cyan,finite,0
11303,EN,MAF,know,where,display,cyan,finite,0
10469,EN,MAF,know,where,display,cyan,finite,0
11090,EN,MAF,know,where,display,cyan,finite,0
me387,EN,MAF,know,where,display,cyan,finite,0
10778,EN,MAF,know,where,display,cyan,finite,0
11374,EN,MAF,know,where,display,cyan,finite,0
10838,EN,MAF,know,where,display,cyan,finite,0
10436,EN,MAF,know,where,display,cyan,finite,0
11056,EN,MAF,know,where,display,cyan,finite,1
10118,EN,MAF,know,where,display,cyan,finite,0
10008,EN,MAF,know,where,display,cyan,finite,0
10735,EN,MAF,know,where,display,cyan,finite,0
10760,EN,MAF,know,where,display,cyan,finite,0
10407,EN,MAF,know,where,display,cyan,finite,0
10080,EN,MAF,know,where,display,cyan,finite,0
11008,EN,MAF,know,where,display,cyan,finite,0
10559,EN,MAF,know,where,display,cyan,finite,0
10044,EN,MAF,know,who,ask,cyan,finite,0
10445,EN,MAF,know,who,ask,cyan,finite,0
10110,EN,MAF,know,who,ask,cyan,finite,0
11497,EN,MAF,know,who,ask,cyan,finite,0
10803,EN,MAF,know,who,ask,cyan,finite,0
10074,EN,MAF,know,who,ask,cyan,finite,0
10083,EN,MAF,know,who,ask,cyan,finite,0
11057,EN,MAF,know,who,ask,cyan,finite,0
11303,EN,MAF,know,who,ask,cyan,finite,0
10469,EN,MAF,know,who,ask,cyan,finite,0
11090,EN,MAF,know,who,ask,cyan,finite,0
me387,EN,MAF,know,who,ask,cyan,finite,0
10778,EN,MAF,know,who,ask,cyan,finite,0
11374,EN,MAF,know,who,ask,cyan,finite,0
10838,EN,MAF,know,who,ask,cyan,finite,0
10436,EN,MAF,know,who,ask,cyan,finite,0
11056,EN,MAF,know,who,ask,cyan,finite,0
10118,EN,MAF,know,who,ask,cyan,finite,0
10008,EN,MAF,know,who,ask,cyan,finite,0
10735,EN,MAF,know,who,ask,cyan,finite,0
10760,EN,MAF,know,who,ask,cyan,finite,0
10407,EN,MAF,know,who,ask,cyan,finite,0
10080,EN,MAF,know,who,ask,cyan,finite,0
11008,EN,MAF,know,who,ask,cyan,finite,0
10559,EN,MAF,know,who,ask,cyan,finite,0
10044,EN,MAF,know,who,contact,cyan,finite,0
10445,EN,MAF,know,who,contact,cyan,finite,0
10110,EN,MAF,know,who,contact,cyan,finite,0
11497,EN,MAF,know,who,contact,cyan,finite,0
10803,EN,MAF,know,who,contact,cyan,finite,0
10074,EN,MAF,know,who,contact,cyan,finite,0
10083,EN,MAF,know,who,contact,cyan,finite,0
11057,EN,MAF,know,who,contact,cyan,finite,0
11303,EN,MAF,know,who,contact,cyan,finite,0
10469,EN,MAF,know,who,contact,cyan,finite,0
11090,EN,MAF,know,who,contact,cyan,finite,0
me387,EN,MAF,know,who,contact,cyan,finite,1
10778,EN,MAF,know,who,contact,cyan,finite,0
11374,EN,MAF,know,who,contact,cyan,finite,0
10838,EN,MAF,know,who,contact,cyan,finite,0
10436,EN,MAF,know,who,contact,cyan,finite,0
11056,EN,MAF,know,who,contact,cyan,finite,0
10118,EN,MAF,know,who,contact,cyan,finite,0
10008,EN,MAF,know,who,contact,cyan,finite,0
10735,EN,MAF,know,who,contact,cyan,finite,0
10760,EN,MAF,know,who,contact,cyan,finite,0
10407,EN,MAF,know,who,contact,cyan,finite,0
10080,EN,MAF,know,who,contact,cyan,finite,0
11008,EN,MAF,know,who,contact,cyan,finite,0
10559,EN,MAF,know,who,contact,cyan,finite,0
10044,EN,MATF,know,where,find,cyan,finite,1
10445,EN,MATF,know,where,find,cyan,finite,0
10110,EN,MATF,know,where,find,cyan,finite,0
11497,EN,MATF,know,where,find,cyan,finite,1
10803,EN,MATF,know,where,find,cyan,finite,0
10074,EN,MATF,know,where,find,cyan,finite,0
10083,EN,MATF,know,where,find,cyan,finite,1
11057,EN,MATF,know,where,find,cyan,finite,0
11303,EN,MATF,know,where,find,cyan,finite,1
10469,EN,MATF,know,where,find,cyan,finite,1
11090,EN,MATF,know,where,find,cyan,finite,0
me387,EN,MATF,know,where,find,cyan,finite,1
10778,EN,MATF,know,where,find,cyan,finite,0
11374,EN,MATF,know,where,find,cyan,finite,0
10838,EN,MATF,know,where,find,cyan,finite,1
10436,EN,MATF,know,where,find,cyan,finite,1
11056,EN,MATF,know,where,find,cyan,finite,1
10118,EN,MATF,know,where,find,cyan,finite,0
10008,EN,MATF,know,where,find,cyan,finite,0
10735,EN,MATF,know,where,find,cyan,finite,1
10760,EN,MATF,know,where,find,cyan,finite,1
10407,EN,MATF,know,where,find,cyan,finite,0
10080,EN,MATF,know,where,find,cyan,finite,0
11008,EN,MATF,know,where,find,cyan,finite,0
10559,EN,MATF,know,where,find,cyan,finite,0
10044,EN,MATF,know,where,hide,cyan,finite,0
10445,EN,MATF,know,where,hide,cyan,finite,0
10110,EN,MATF,know,where,hide,cyan,finite,0
11497,EN,MATF,know,where,hide,cyan,finite,0
10803,EN,MATF,know,where,hide,cyan,finite,0
10074,EN,MATF,know,where,hide,cyan,finite,0
10083,EN,MATF,know,where,hide,cyan,finite,1
11057,EN,MATF,know,where,hide,cyan,finite,1
11303,EN,MATF,know,where,hide,cyan,finite,0
10469,EN,MATF,know,where,hide,cyan,finite,1
11090,EN,MATF,know,where,hide,cyan,finite,0
me387,EN,MATF,know,where,hide,cyan,finite,1
10778,EN,MATF,know,where,hide,cyan,finite,1
11374,EN,MATF,know,where,hide,cyan,finite,0
10838,EN,MATF,know,where,hide,cyan,finite,1
10436,EN,MATF,know,where,hide,cyan,finite,1
11056,EN,MATF,know,where,hide,cyan,finite,1
10118,EN,MATF,know,where,hide,cyan,finite,0
10008,EN,MATF,know,where,hide,cyan,finite,0
10735,EN,MATF,know,where,hide,cyan,finite,0
10760,EN,MATF,know,where,hide,cyan,finite,0
10407,EN,MATF,know,where,hide,cyan,finite,0
10080,EN,MATF,know,where,hide,cyan,finite,0
11008,EN,MATF,know,where,hide,cyan,finite,0
10559,EN,MATF,know,where,hide,cyan,finite,0
10044,EN,MATF,know,who,recruit,cyan,finite,0
10445,EN,MATF,know,who,recruit,cyan,finite,0
10110,EN,MATF,know,who,recruit,cyan,finite,0
11497,EN,MATF,know,who,recruit,cyan,finite,0
10803,EN,MATF,know,who,recruit,cyan,finite,0
10074,EN,MATF,know,who,recruit,cyan,finite,1
10083,EN,MATF,know,who,recruit,cyan,finite,1
11057,EN,MATF,know,who,recruit,cyan,finite,1
11303,EN,MATF,know,who,recruit,cyan,finite,0
10469,EN,MATF,know,who,recruit,cyan,finite,0
11090,EN,MATF,know,who,recruit,cyan,finite,0
me387,EN,MATF,know,who,recruit,cyan,finite,1
10778,EN,MATF,know,who,recruit,cyan,finite,0
11374,EN,MATF,know,who,recruit,cyan,finite,1
10838,EN,MATF,know,who,recruit,cyan,finite,0
10436,EN,MATF,know,who,recruit,cyan,finite,1
11056,EN,MATF,know,who,recruit,cyan,finite,1
10118,EN,MATF,know,who,recruit,cyan,finite,1
10008,EN,MATF,know,who,recruit,cyan,finite,0
10735,EN,MATF,know,who,recruit,cyan,finite,1
10760,EN,MATF,know,who,recruit,cyan,finite,0
10407,EN,MATF,know,who,recruit,cyan,finite,0
10080,EN,MATF,know,who,recruit,cyan,finite,0
11008,EN,MATF,know,who,recruit,cyan,finite,0
10559,EN,MATF,know,who,recruit,cyan,finite,0
10044,EN,MATF,know,who,call,cyan,finite,0
10445,EN,MATF,know,who,call,cyan,finite,0
10110,EN,MATF,know,who,call,cyan,finite,0
11497,EN,MATF,know,who,call,cyan,finite,0
10803,EN,MATF,know,who,call,cyan,finite,0
10074,EN,MATF,know,who,call,cyan,finite,0
10083,EN,MATF,know,who,call,cyan,finite,1
11057,EN,MATF,know,who,call,cyan,finite,0
11303,EN,MATF,know,who,call,cyan,finite,0
10469,EN,MATF,know,who,call,cyan,finite,0
11090,EN,MATF,know,who,call,cyan,finite,0
me387,EN,MATF,know,who,call,cyan,finite,1
10778,EN,MATF,know,who,call,cyan,finite,0
11374,EN,MATF,know,who,call,cyan,finite,0
10838,EN,MATF,know,who,call,cyan,finite,0
10436,EN,MATF,know,who,call,cyan,finite,1
11056,EN,MATF,know,who,call,cyan,finite,1
10118,EN,MATF,know,who,call,cyan,finite,0
10008,EN,MATF,know,who,call,cyan,finite,0
10735,EN,MATF,know,who,call,cyan,finite,0
10760,EN,MATF,know,who,call,cyan,finite,1
10407,EN,MATF,know,who,call,cyan,finite,0
10080,EN,MATF,know,who,call,cyan,finite,0
11008,EN,MATF,know,who,call,cyan,finite,0
10559,EN,MATF,know,who,call,cyan,finite,0
10044,EN,MST,know,where,view,cyan,finite,0
10445,EN,MST,know,where,view,cyan,finite,0
10110,EN,MST,know,where,view,cyan,finite,1
11497,EN,MST,know,where,view,cyan,finite,1
10803,EN,MST,know,where,view,cyan,finite,1
10074,EN,MST,know,where,view,cyan,finite,0
10083,EN,MST,know,where,view,cyan,finite,1
11057,EN,MST,know,where,view,cyan,finite,1
11303,EN,MST,know,where,view,cyan,finite,1
10469,EN,MST,know,where,view,cyan,finite,1
11090,EN,MST,know,where,view,cyan,finite,1
me387,EN,MST,know,where,view,cyan,finite,0
10778,EN,MST,know,where,view,cyan,finite,1
11374,EN,MST,know,where,view,cyan,finite,1
10838,EN,MST,know,where,view,cyan,finite,1
10436,EN,MST,know,where,view,cyan,finite,1
11056,EN,MST,know,where,view,cyan,finite,1
10118,EN,MST,know,where,view,cyan,finite,1
10008,EN,MST,know,where,view,cyan,finite,1
10735,EN,MST,know,where,view,cyan,finite,1
10760,EN,MST,know,where,view,cyan,finite,1
10407,EN,MST,know,where,view,cyan,finite,1
10080,EN,MST,know,where,view,cyan,finite,0
11008,EN,MST,know,where,view,cyan,finite,1
10559,EN,MST,know,where,view,cyan,finite,0
10044,EN,MST,know,where,bury,cyan,finite,1
10445,EN,MST,know,where,bury,cyan,finite,0
10110,EN,MST,know,where,bury,cyan,finite,1
11497,EN,MST,know,where,bury,cyan,finite,1
10803,EN,MST,know,where,bury,cyan,finite,1
10074,EN,MST,know,where,bury,cyan,finite,0
10083,EN,MST,know,where,bury,cyan,finite,1
11057,EN,MST,know,where,bury,cyan,finite,1
11303,EN,MST,know,where,bury,cyan,finite,1
10469,EN,MST,know,where,bury,cyan,finite,0
11090,EN,MST,know,where,bury,cyan,finite,1
me387,EN,MST,know,where,bury,cyan,finite,0
10778,EN,MST,know,where,bury,cyan,finite,0
11374,EN,MST,know,where,bury,cyan,finite,1
10838,EN,MST,know,where,bury,cyan,finite,1
10436,EN,MST,know,where,bury,cyan,finite,1
11056,EN,MST,know,where,bury,cyan,finite,1
10118,EN,MST,know,where,bury,cyan,finite,0
10008,EN,MST,know,where,bury,cyan,finite,1
10735,EN,MST,know,where,bury,cyan,finite,0
10760,EN,MST,know,where,bury,cyan,finite,1
10407,EN,MST,know,where,bury,cyan,finite,1
10080,EN,MST,know,where,bury,cyan,finite,0
11008,EN,MST,know,where,bury,cyan,finite,1
10559,EN,MST,know,where,bury,cyan,finite,0
10044,EN,MST,know,who,interview,cyan,finite,0
10445,EN,MST,know,who,interview,cyan,finite,0
10110,EN,MST,know,who,interview,cyan,finite,1
11497,EN,MST,know,who,interview,cyan,finite,0
10803,EN,MST,know,who,interview,cyan,finite,1
10074,EN,MST,know,who,interview,cyan,finite,0
10083,EN,MST,know,who,interview,cyan,finite,0
11057,EN,MST,know,who,interview,cyan,finite,1
11303,EN,MST,know,who,interview,cyan,finite,1
10469,EN,MST,know,who,interview,cyan,finite,0
11090,EN,MST,know,who,interview,cyan,finite,1
me387,EN,MST,know,who,interview,cyan,finite,1
10778,EN,MST,know,who,interview,cyan,finite,0
11374,EN,MST,know,who,interview,cyan,finite,1
10838,EN,MST,know,who,interview,cyan,finite,1
10436,EN,MST,know,who,interview,cyan,finite,1
11056,EN,MST,know,who,interview,cyan,finite,1
10118,EN,MST,know,who,interview,cyan,finite,0
10008,EN,MST,know,who,interview,cyan,finite,1
10735,EN,MST,know,who,interview,cyan,finite,1
10760,EN,MST,know,who,interview,cyan,finite,1
10407,EN,MST,know,who,interview,cyan,finite,0
10080,EN,MST,know,who,interview,cyan,finite,0
11008,EN,MST,know,who,interview,cyan,finite,1
10559,EN,MST,know,who,interview,cyan,finite,0
10044,EN,MST,know,who,hire,cyan,finite,0
10445,EN,MST,know,who,hire,cyan,finite,0
10110,EN,MST,know,who,hire,cyan,finite,0
11497,EN,MST,know,who,hire,cyan,finite,1
10803,EN,MST,know,who,hire,cyan,finite,0
10074,EN,MST,know,who,hire,cyan,finite,0
10083,EN,MST,know,who,hire,cyan,finite,1
11057,EN,MST,know,who,hire,cyan,finite,1
11303,EN,MST,know,who,hire,cyan,finite,1
10469,EN,MST,know,who,hire,cyan,finite,0
11090,EN,MST,know,who,hire,cyan,finite,1
me387,EN,MST,know,who,hire,cyan,finite,1
10778,EN,MST,know,who,hire,cyan,finite,0
11374,EN,MST,know,who,hire,cyan,finite,1
10838,EN,MST,know,who,hire,cyan,finite,0
10436,EN,MST,know,who,hire,cyan,finite,1
11056,EN,MST,know,who,hire,cyan,finite,1
10118,EN,MST,know,who,hire,cyan,finite,1
