list,duration,l1,sona,train_f,train_t,context,mat_verb,wh,emb_verb,response,,,,,,,,,,,,,
olive,959,EN,11014,0,1,matf,know,who,interview,0,,,,,,,,,,,,,
olive,1783,,11275,0,1,matf,know,who,interview,0,,,,,,,,,,,,,
olive,899,EN,10660,0,1,matf,know,who,interview,0,,,,,,,,,,,,,
olive,1222,EN,10933,0,1,matf,know,who,interview,0,,,,,,,,,,,,,
olive,1287,EN,11518,0,1,matf,know,who,interview,1,,,,,,,,,,,,,
olive,1120,EN,10570,0,1,matf,know,who,interview,0,,,,,,,,,,,,,
olive,1043,EN,11068,0,1,matf,know,who,interview,0,,,,,,,,,,,,,
olive,730,EN,10987,0,1,matf,know,who,interview,0,,,,,,,,,,,,,
olive,834,EN,10297,0,1,matf,know,who,interview,0,,,,,,,,,,,,,
olive,1032,EN,10960,0,1,matf,know,who,interview,0,,,,,,,,,,,,,
olive,1608,EN,10078,0,1,matf,know,who,interview,0,,,,,,,,,,,,,
olive,1039,EN,10402,0,1,matf,know,who,interview,0,,,,,,,,,,,,,
olive,7933,,10540,0,1,matf,know,who,hire,0,,,,,,,,,,,,,
olive,1772,,11434,0,1,matf,know,who,hire,0,,,,,,,,,,,,,
olive,1670,,10261,0,1,matf,know,who,hire,0,,,,,,,,,,,,,
olive,780,,11383,0,1,matf,know,who,hire,1,,,,,,,,,,,,,
olive,2475,EN,11005,0,1,matf,know,who,hire,0,,,,,,,,,,,,,
olive,1721,,10417,0,1,matf,know,who,hire,0,,,,,,,,,,,,,
olive,1184,,3229,0,1,matf,know,who,hire,1,,,,,,,,,,,,,
olive,2587,EN,10969,0,1,matf,know,who,hire,0,,,,,,,,,,,,,
olive,3227,,10753,1,1,matf,know,who,hire,0,,,,,,,,,,,,,
olive,1028,EN,10921,0,1,matf,know,who,hire,0,,,,,,,,,,,,,
olive,1512,,10945,0,1,matf,know,who,hire,0,,,,,,,,,,,,,
olive,1039,,11098,0,1,matf,know,who,hire,1,,,,,,,,,,,,,
olive,1203,EN,10051,0,1,matf,know,who,hire,0,,,,,,,,,,,,,
olive,885,EN,10063,0,1,matf,know,who,hire,0,,,,,,,,,,,,,
olive,959,EN,11014,0,1,matf,know,who,hire,0,,,,,,,,,,,,,
olive,1783,,11275,0,1,matf,know,who,hire,0,,,,,,,,,,,,,
olive,899,EN,10660,0,1,matf,know,who,hire,1,,,,,,,,,,,,,
olive,1222,EN,10933,0,1,matf,know,who,hire,0,,,,,,,,,,,,,
olive,1287,EN,11518,0,1,matf,know,who,hire,1,,,,,,,,,,,,,
olive,1120,EN,10570,0,1,matf,know,who,hire,0,,,,,,,,,,,,,
olive,1043,EN,11068,0,1,matf,know,who,hire,0,,,,,,,,,,,,,
olive,730,EN,10987,0,1,matf,know,who,hire,1,,,,,,,,,,,,,
olive,834,EN,10297,0,1,matf,know,who,hire,0,,,,,,,,,,,,,
olive,1032,EN,10960,0,1,matf,know,who,hire,0,,,,,,,,,,,,,
olive,1608,EN,10078,0,1,matf,know,who,hire,0,,,,,,,,,,,,,
olive,1039,EN,10402,0,1,matf,know,who,hire,0,,,,,,,,,,,,,
olive,7933,,10540,0,1,mst,know,where,store,0,,,,,,,,,,,,,
olive,1772,,11434,0,1,mst,know,where,store,1,,,,,,,,,,,,,
olive,1670,,10261,0,1,mst,know,where,store,1,,,,,,,,,,,,,
olive,780,,11383,0,1,mst,know,where,store,1,,,,,,,,,,,,,
olive,2475,EN,11005,0,1,mst,know,where,store,0,,,,,,,,,,,,,
olive,1721,,10417,0,1,mst,know,where,store,0,,,,,,,,,,,,,
olive,1184,,3229,0,1,mst,know,where,store,1,,,,,,,,,,,,,
olive,2587,EN,10969,0,1,mst,know,where,store,1,,,,,,,,,,,,,
olive,3227,,10753,1,1,mst,know,where,store,1,,,,,,,,,,,,,
olive,1028,EN,10921,0,1,mst,know,where,store,1,,,,,,,,,,,,,
olive,1512,,10945,0,1,mst,know,where,store,1,,,,,,,,,,,,,
olive,1039,,11098,0,1,mst,know,where,store,1,,,,,,,,,,,,,
olive,1203,EN,10051,0,1,mst,know,where,store,1,,,,,,,,,,,,,
olive,885,EN,10063,0,1,mst,know,where,store,0,,,,,,,,,,,,,
olive,959,EN,11014,0,1,mst,know,where,store,1,,,,,,,,,,,,,
olive,1783,,11275,0,1,mst,know,where,store,0,,,,,,,,,,,,,
olive,899,EN,10660,0,1,mst,know,where,store,0,,,,,,,,,,,,,
olive,1222,EN,10933,0,1,mst,know,where,store,1,,,,,,,,,,,,,
olive,1287,EN,11518,0,1,mst,know,where,store,1,,,,,,,,,,,,,
olive,1120,EN,10570,0,1,mst,know,where,store,1,,,,,,,,,,,,,
olive,1043,EN,11068,0,1,mst,know,where,store,1,,,,,,,,,,,,,
olive,730,EN,10987,0,1,mst,know,where,store,1,,,,,,,,,,,,,
olive,834,EN,10297,0,1,mst,know,where,store,1,,,,,,,,,,,,,
olive,1032,EN,10960,0,1,mst,know,where,store,0,,,,,,,,,,,,,
olive,1608,EN,10078,0,1,mst,know,where,store,0,,,,,,,,,,,,,
olive,1039,EN,10402,0,1,mst,know,where,store,1,,,,,,,,,,,,,
olive,7933,,10540,0,1,mst,know,where,sell,0,,,,,,,,,,,,,
olive,1772,,11434,0,1,mst,know,where,sell,0,,,,,,,,,,,,,
olive,1670,,10261,0,1,mst,know,where,sell,1,,,,,,,,,,,,,
olive,780,,11383,0,1,mst,know,where,sell,1,,,,,,,,,,,,,
olive,2475,EN,11005,0,1,mst,know,where,sell,0,,,,,,,,,,,,,
olive,1721,,10417,0,1,mst,know,where,sell,0,,,,,,,,,,,,,
olive,1184,,3229,0,1,mst,know,where,sell,0,,,,,,,,,,,,,
olive,2587,EN,10969,0,1,mst,know,where,sell,1,,,,,,,,,,,,,
olive,3227,,10753,1,1,mst,know,where,sell,0,,,,,,,,,,,,,
olive,1028,EN,10921,0,1,mst,know,where,sell,0,,,,,,,,,,,,,
olive,1512,,10945,0,1,mst,know,where,sell,0,,,,,,,,,,,,,
olive,1039,,11098,0,1,mst,know,where,sell,1,,,,,,,,,,,,,
olive,1203,EN,10051,0,1,mst,know,where,sell,1,,,,,,,,,,,,,
olive,885,EN,10063,0,1,mst,know,where,sell,0,,,,,,,,,,,,,
olive,959,EN,11014,0,1,mst,know,where,sell,0,,,,,,,,,,,,,
olive,1783,,11275,0,1,mst,know,where,sell,0,,,,,,,,,,,,,
olive,899,EN,10660,0,1,mst,know,where,sell,1,,,,,,,,,,,,,
olive,1222,EN,10933,0,1,mst,know,where,sell,1,,,,,,,,,,,,,
olive,1287,EN,11518,0,1,mst,know,where,sell,1,,,,,,,,,,,,,
olive,1120,EN,10570,0,1,mst,know,where,sell,0,,,,,,,,,,,,,
olive,1043,EN,11068,0,1,mst,know,where,sell,0,,,,,,,,,,,,,
olive,730,EN,10987,0,1,mst,know,where,sell,0,,,,,,,,,,,,,
olive,834,EN,10297,0,1,mst,know,where,sell,0,,,,,,,,,,,,,
olive,1032,EN,10960,0,1,mst,know,where,sell,1,,,,,,,,,,,,,
olive,1608,EN,10078,0,1,mst,know,where,sell,0,,,,,,,,,,,,,
olive,1039,EN,10402,0,1,mst,know,where,sell,0,,,,,,,,,,,,,
olive,7933,,10540,0,1,mst,know,who,invite,0,,,,,,,,,,,,,
olive,1772,,11434,0,1,mst,know,who,invite,0,,,,,,,,,,,,,
olive,1670,,10261,0,1,mst,know,who,invite,0,,,,,,,,,,,,,
olive,780,,11383,0,1,mst,know,who,invite,1,,,,,,,,,,,,,
olive,2475,EN,11005,0,1,mst,know,who,invite,1,,,,,,,,,,,,,
olive,1721,,10417,0,1,mst,know,who,invite,0,,,,,,,,,,,,,
olive,1184,,3229,0,1,mst,know,who,invite,1,,,,,,,,,,,,,
olive,2587,EN,10969,0,1,mst,know,who,invite,1,,,,,,,,,,,,,
olive,3227,,10753,1,1,mst,know,who,invite,0,,,,,,,,,,,,,
olive,1028,EN,10921,0,1,mst,know,who,invite,0,,,,,,,,,,,,,
olive,1512,,10945,0,1,mst,know,who,invite,0,,,,,,,,,,,,,
olive,1039,,11098,0,1,mst,know,who,invite,0,,,,,,,,,,,,,
olive,1203,EN,10051,0,1,mst,know,who,invite,0,,,,,,,,,,,,,
olive,885,EN,10063,0,1,mst,know,who,invite,0,,,,,,,,,,,,,
olive,959,EN,11014,0,1,mst,know,who,invite,0,,,,,,,,,,,,,
olive,1783,,11275,0,1,mst,know,who,invite,0,,,,,,,,,,,,,
olive,899,EN,10660,0,1,mst,know,who,invite,0,,,,,,,,,,,,,
olive,1222,EN,10933,0,1,mst,know,who,invite,0,,,,,,,,,,,,,
olive,1287,EN,11518,0,1,mst,know,who,invite,1,,,,,,,,,,,,,
olive,1120,EN,10570,0,1,mst,know,who,invite,1,,,,,,,,,,,,,
olive,1043,EN,11068,0,1,mst,know,who,invite,0,,,,,,,,,,,,,
olive,730,EN,10987,0,1,mst,know,who,invite,1,,,,,,,,,,,,,
olive,834,EN,10297,0,1,mst,know,who,invite,0,,,,,,,,,,,,,
olive,1032,EN,10960,0,1,mst,know,who,invite,0,,,,,,,,,,,,,
olive,1608,EN,10078,0,1,mst,know,who,invite,0,,,,,,,,,,,,,
olive,1039,EN,10402,0,1,mst,know,who,invite,1,,,,,,,,,,,,,
olive,7933,,10540,0,1,mst,know,who,select,0,,,,,,,,,,,,,
olive,1772,,11434,0,1,mst,know,who,select,0,,,,,,,,,,,,,
olive,1670,,10261,0,1,mst,know,who,select,1,,,,,,,,,,,,,
olive,780,,11383,0,1,mst,know,who,select,0,,,,,,,,,,,,,
olive,2475,EN,11005,0,1,mst,know,who,select,0,,,,,,,,,,,,,
olive,1721,,10417,0,1,mst,know,who,select,0,,,,,,,,,,,,,
olive,1184,,3229,0,1,mst,know,who,select,1,,,,,,,,,,,,,
olive,2587,EN,10969,0,1,mst,know,who,select,0,,,,,,,,,,,,,
olive,3227,,10753,1,1,mst,know,who,select,0,,,,,,,,,,,,,
olive,1028,EN,10921,0,1,mst,know,who,select,0,,,,,,,,,,,,,
olive,1512,,10945,0,1,mst,know,who,select,0,,,,,,,,,,,,,
olive,1039,,11098,0,1,mst,know,who,select,0,,,,,,,,,,,,,
olive,1203,EN,10051,0,1,mst,know,who,select,1,,,,,,,,,,,,,
olive,885,EN,10063,0,1,mst,know,who,select,0,,,,,,,,,,,,,
olive,959,EN,11014,0,1,mst,know,who,select,0,,,,,,,,,,,,,
olive,1783,,11275,0,1,mst,know,who,select,1,,,,,,,,,,,,,
olive,899,EN,10660,0,1,mst,know,who,select,1,,,,,,,,,,,,,
olive,1222,EN,10933,0,1,mst,know,who,select,0,,,,,,,,,,,,,
olive,1287,EN,11518,0,1,mst,know,who,select,1,,,,,,,,,,,,,
olive,1120,EN,10570,0,1,mst,know,who,select,1,,,,,,,,,,,,,
olive,1043,EN,11068,0,1,mst,know,who,select,0,,,,,,,,,,,,,
olive,730,EN,10987,0,1,mst,know,who,select,0,,,,,,,,,,,,,
olive,834,EN,10297,0,1,mst,know,who,select,0,,,,,,,,,,,,,
olive,1032,EN,10960,0,1,mst,know,who,select,1,,,,,,,,,,,,,
olive,1608,EN,10078,0,1,mst,know,who,select,0,,,,,,,,,,,,,
olive,1039,EN,10402,0,1,mst,know,who,select,1,,,,,,,,,,,,,
magenta,964,,11410,0,1,matf,predict,where,find,0,,,,,,,,,,,,,
magenta,1465,EN,10495,0,1,matf,predict,where,find,1,,,,,,,,,,,,,
magenta,777,EN,10327,0,1,matf,predict,where,find,0,,,,,,,,,,,,,
magenta,825,EN,10762,0,1,matf,predict,where,find,1,,,,,,,,,,,,,
magenta,1329,EN,11101,0,1,matf,predict,where,find,0,,,,,,,,,,,,,
magenta,1618,,11299,0,1,matf,predict,where,find,1,,,,,,,,,,,,,
magenta,2618,EN,11821,0,1,matf,predict,where,find,0,,,,,,,,,,,,,
magenta,2147,,11290,0,1,matf,predict,where,find,1,,,,,,,,,,,,,
magenta,1208,,11254,0,1,matf,predict,where,find,0,,,,,,,,,,,,,
magenta,868,,11491,0,1,matf,predict,where,find,0,,,,,,,,,,,,,
magenta,1353,EN,10942,0,1,matf,predict,where,find,1,,,,,,,,,,,,,
magenta,1120,,11284,0,1,matf,predict,where,find,1,,,,,,,,,,,,,
magenta,1119,,11479,0,1,matf,predict,where,find,1,,,,,,,,,,,,,
magenta,2724,EN,12001,0,1,matf,predict,where,find,0,,,,,,,,,,,,,
magenta,1361,EN,10567,0,1,matf,predict,where,find,0,,,,,,,,,,,,,
magenta,1518,,11593,0,1,matf,predict,where,find,1,,,,,,,,,,,,,
magenta,1331,,11893,0,1,matf,predict,where,find,0,,,,,,,,,,,,,
magenta,851,,10387,0,1,matf,predict,where,find,1,,,,,,,,,,,,,
magenta,2727,EN,11887,0,1,matf,predict,where,find,0,,,,,,,,,,,,,
magenta,1129,EN,11839,0,1,matf,predict,where,find,0,,,,,,,,,,,,,
magenta,1302,,11326,0,1,matf,predict,where,find,1,,,,,,,,,,,,,
magenta,539,,10030,0,1,matf,predict,where,find,1,,,,,,,,,,,,,
magenta,1281,,10486,0,1,matf,predict,where,find,0,,,,,,,,,,,,,
magenta,961,EN,10984,0,1,matf,predict,where,find,0,,,,,,,,,,,,,
magenta,1360,,11437,0,1,matf,predict,where,find,0,,,,,,,,,,,,,
magenta,654,EN,10576,0,1,matf,predict,where,find,0,,,,,,,,,,,,,
magenta,964,,11410,0,1,matf,predict,who,recruit,0,,,,,,,,,,,,,
magenta,1465,EN,10495,0,1,matf,predict,who,recruit,1,,,,,,,,,,,,,
magenta,777,EN,10327,0,1,matf,predict,who,recruit,0,,,,,,,,,,,,,
magenta,825,EN,10762,0,1,matf,predict,who,recruit,1,,,,,,,,,,,,,
magenta,1329,EN,11101,0,1,matf,predict,who,recruit,0,,,,,,,,,,,,,
magenta,1618,,11299,0,1,matf,predict,who,recruit,1,,,,,,,,,,,,,
magenta,2618,EN,11821,0,1,matf,predict,who,recruit,0,,,,,,,,,,,,,
magenta,2147,,11290,0,1,matf,predict,who,recruit,1,,,,,,,,,,,,,
magenta,1208,,11254,0,1,matf,predict,who,recruit,0,,,,,,,,,,,,,
magenta,868,,11491,0,1,matf,predict,who,recruit,0,,,,,,,,,,,,,
magenta,1353,EN,10942,0,1,matf,predict,who,recruit,1,,,,,,,,,,,,,
magenta,1120,,11284,0,1,matf,predict,who,recruit,0,,,,,,,,,,,,,
magenta,1119,,11479,0,1,matf,predict,who,recruit,1,,,,,,,,,,,,,
magenta,2724,EN,12001,0,1,matf,predict,who,recruit,0,,,,,,,,,,,,,
magenta,1361,EN,10567,0,1,matf,predict,who,recruit,0,,,,,,,,,,,,,
magenta,1518,,11593,0,1,matf,predict,who,recruit,0,,,,,,,,,,,,,
magenta,1331,,11893,0,1,matf,predict,who,recruit,0,,,,,,,,,,,,,
magenta,851,,10387,0,1,matf,predict,who,recruit,1,,,,,,,,,,,,,
magenta,2727,EN,11887,0,1,matf,predict,who,recruit,0,,,,,,,,,,,,,
magenta,1129,EN,11839,0,1,matf,predict,who,recruit,1,,,,,,,,,,,,,
magenta,1302,,11326,0,1,matf,predict,who,recruit,0,,,,,,,,,,,,,
magenta,539,,10030,0,1,matf,predict,who,recruit,1,,,,,,,,,,,,,
magenta,1281,,10486,0,1,matf,predict,who,recruit,1,,,,,,,,,,,,,
magenta,961,EN,10984,0,1,matf,predict,who,recruit,0,,,,,,,,,,,,,
magenta,1360,,11437,0,1,matf,predict,who,recruit,0,,,,,,,,,,,,,
magenta,654,EN,10576,0,1,matf,predict,who,recruit,0,,,,,,,,,,,,,
magenta,964,,11410,0,1,matf,predict,where,hide,0,,,,,,,,,,,,,
magenta,1465,EN,10495,0,1,matf,predict,where,hide,1,,,,,,,,,,,,,
magenta,777,EN,10327,0,1,matf,predict,where,hide,0,,,,,,,,,,,,,
magenta,825,EN,10762,0,1,matf,predict,where,hide,1,,,,,,,,,,,,,
magenta,1329,EN,11101,0,1,matf,predict,where,hide,1,,,,,,,,,,,,,
magenta,1618,,11299,0,1,matf,predict,where,hide,1,,,,,,,,,,,,,
magenta,2618,EN,11821,0,1,matf,predict,where,hide,0,,,,,,,,,,,,,
magenta,2147,,11290,0,1,matf,predict,where,hide,1,,,,,,,,,,,,,
magenta,1208,,11254,0,1,matf,predict,where,hide,1,,,,,,,,,,,,,
magenta,868,,11491,0,1,matf,predict,where,hide,0,,,,,,,,,,,,,
magenta,1353,EN,10942,0,1,matf,predict,where,hide,1,,,,,,,,,,,,,
magenta,1120,,11284,0,1,matf,predict,where,hide,0,,,,,,,,,,,,,
magenta,1119,,11479,0,1,matf,predict,where,hide,1,,,,,,,,,,,,,
magenta,2724,EN,12001,0,1,matf,predict,where,hide,1,,,,,,,,,,,,,
magenta,1361,EN,10567,0,1,matf,predict,where,hide,0,,,,,,,,,,,,,
magenta,1518,,11593,0,1,matf,predict,where,hide,1,,,,,,,,,,,,,
magenta,1331,,11893,0,1,matf,predict,where,hide,1,,,,,,,,,,,,,
magenta,851,,10387,0,1,matf,predict,where,hide,0,,,,,,,,,,,,,
magenta,2727,EN,11887,0,1,matf,predict,where,hide,0,,,,,,,,,,,,,
magenta,1129,EN,11839,0,1,matf,predict,where,hide,1,,,,,,,,,,,,,
magenta,1302,,11326,0,1,matf,predict,where,hide,1,,,,,,,,,,,,,
magenta,539,,10030,0,1,matf,predict,where,hide,1,,,,,,,,,,,,,
magenta,1281,,10486,0,1,matf,predict,where,hide,1,,,,,,,,,,,,,
magenta,961,EN,10984,0,1,matf,predict,where,hide,1,,,,,,,,,,,,,
magenta,1360,,11437,0,1,matf,predict,where,hide,1,,,,,,,,,,,,,
magenta,654,EN,10576,0,1,matf,predict,where,hide,0,,,,,,,,,,,,,
magenta,964,,11410,0,1,matf,predict,who,call,0,,,,,,,,,,,,,
magenta,1465,EN,10495,0,1,matf,predict,who,call,1,,,,,,,,,,,,,
magenta,777,EN,10327,0,1,matf,predict,who,call,0,,,,,,,,,,,,,
magenta,825,EN,10762,0,1,matf,predict,who,call,1,,,,,,,,,,,,,
magenta,1329,EN,11101,0,1,matf,predict,who,call,1,,,,,,,,,,,,,
magenta,1618,,11299,0,1,matf,predict,who,call,1,,,,,,,,,,,,,
magenta,2618,EN,11821,0,1,matf,predict,who,call,0,,,,,,,,,,,,,
magenta,2147,,11290,0,1,matf,predict,who,call,1,,,,,,,,,,,,,
magenta,1208,,11254,0,1,matf,predict,who,call,1,,,,,,,,,,,,,
magenta,868,,11491,0,1,matf,predict,who,call,0,,,,,,,,,,,,,
magenta,1353,EN,10942,0,1,matf,predict,who,call,1,,,,,,,,,,,,,
magenta,1120,,11284,0,1,matf,predict,who,call,0,,,,,,,,,,,,,
magenta,1119,,11479,0,1,matf,predict,who,call,1,,,,,,,,,,,,,
magenta,2724,EN,12001,0,1,matf,predict,who,call,1,,,,,,,,,,,,,
magenta,1361,EN,10567,0,1,matf,predict,who,call,0,,,,,,,,,,,,,
magenta,1518,,11593,0,1,matf,predict,who,call,0,,,,,,,,,,,,,
magenta,1331,,11893,0,1,matf,predict,who,call,0,,,,,,,,,,,,,
magenta,851,,10387,0,1,matf,predict,who,call,0,,,,,,,,,,,,,
magenta,2727,EN,11887,0,1,matf,predict,who,call,1,,,,,,,,,,,,,
magenta,1129,EN,11839,0,1,matf,predict,who,call,1,,,,,,,,,,,,,
magenta,1302,,11326,0,1,matf,predict,who,call,1,,,,,,,,,,,,,
magenta,539,,10030,0,1,matf,predict,who,call,1,,,,,,,,,,,,,
magenta,1281,,10486,0,1,matf,predict,who,call,1,,,,,,,,,,,,,
magenta,961,EN,10984,0,1,matf,predict,who,call,1,,,,,,,,,,,,,
magenta,1360,,11437,0,1,matf,predict,who,call,1,,,,,,,,,,,,,
magenta,654,EN,10576,0,1,matf,predict,who,call,0,,,,,,,,,,,,,
magenta,964,,11410,0,1,mst,predict,where,view,1,,,,,,,,,,,,,
magenta,1465,EN,10495,0,1,mst,predict,where,view,1,,,,,,,,,,,,,
magenta,777,EN,10327,0,1,mst,predict,where,view,1,,,,,,,,,,,,,
magenta,825,EN,10762,0,1,mst,predict,where,view,1,,,,,,,,,,,,,
magenta,1329,EN,11101,0,1,mst,predict,where,view,1,,,,,,,,,,,,,
magenta,1618,,11299,0,1,mst,predict,where,view,1,,,,,,,,,,,,,
magenta,2618,EN,11821,0,1,mst,predict,where,view,0,,,,,,,,,,,,,
magenta,2147,,11290,0,1,mst,predict,where,view,1,,,,,,,,,,,,,
magenta,1208,,11254,0,1,mst,predict,where,view,0,,,,,,,,,,,,,
magenta,868,,11491,0,1,mst,predict,where,view,0,,,,,,,,,,,,,
magenta,1353,EN,10942,0,1,mst,predict,where,view,1,,,,,,,,,,,,,
magenta,1120,,11284,0,1,mst,predict,where,view,1,,,,,,,,,,,,,
magenta,1119,,11479,0,1,mst,predict,where,view,1,,,,,,,,,,,,,
magenta,2724,EN,12001,0,1,mst,predict,where,view,1,,,,,,,,,,,,,
magenta,1361,EN,10567,0,1,mst,predict,where,view,1,,,,,,,,,,,,,
magenta,1518,,11593,0,1,mst,predict,where,view,1,,,,,,,,,,,,,
magenta,1331,,11893,0,1,mst,predict,where,view,1,,,,,,,,,,,,,
magenta,851,,10387,0,1,mst,predict,where,view,1,,,,,,,,,,,,,
magenta,2727,EN,11887,0,1,mst,predict,where,view,1,,,,,,,,,,,,,
magenta,1129,EN,11839,0,1,mst,predict,where,view,0,,,,,,,,,,,,,
magenta,1302,,11326,0,1,mst,predict,where,view,1,,,,,,,,,,,,,
magenta,539,,10030,0,1,mst,predict,where,view,1,,,,,,,,,,,,,
magenta,1281,,10486,0,1,mst,predict,where,view,1,,,,,,,,,,,,,
magenta,961,EN,10984,0,1,mst,predict,where,view,1,,,,,,,,,,,,,
magenta,1360,,11437,0,1,mst,predict,where,view,1,,,,,,,,,,,,,
magenta,654,EN,10576,0,1,mst,predict,where,view,0,,,,,,,,,,,,,
magenta,964,,11410,0,1,mst,predict,where,bury,1,,,,,,,,,,,,,
magenta,1465,EN,10495,0,1,mst,predict,where,bury,1,,,,,,,,,,,,,
magenta,777,EN,10327,0,1,mst,predict,where,bury,1,,,,,,,,,,,,,
magenta,825,EN,10762,0,1,mst,predict,where,bury,1,,,,,,,,,,,,,
magenta,1329,EN,11101,0,1,mst,predict,where,bury,1,,,,,,,,,,,,,
magenta,1618,,11299,0,1,mst,predict,where,bury,1,,,,,,,,,,,,,
magenta,2618,EN,11821,0,1,mst,predict,where,bury,0,,,,,,,,,,,,,
magenta,2147,,11290,0,1,mst,predict,where,bury,1,,,,,,,,,,,,,
magenta,1208,,11254,0,1,mst,predict,where,bury,1,,,,,,,,,,,,,
magenta,868,,11491,0,1,mst,predict,where,bury,0,,,,,,,,,,,,,
magenta,1353,EN,10942,0,1,mst,predict,where,bury,1,,,,,,,,,,,,,
magenta,1120,,11284,0,1,mst,predict,where,bury,1,,,,,,,,,,,,,
magenta,1119,,11479,0,1,mst,predict,where,bury,1,,,,,,,,,,,,,
magenta,2724,EN,12001,0,1,mst,predict,where,bury,1,,,,,,,,,,,,,
magenta,1361,EN,10567,0,1,mst,predict,where,bury,0,,,,,,,,,,,,,
magenta,1518,,11593,0,1,mst,predict,where,bury,1,,,,,,,,,,,,,
magenta,1331,,11893,0,1,mst,predict,where,bury,1,,,,,,,,,,,,,
magenta,851,,10387,0,1,mst,predict,where,bury,1,,,,,,,,,,,,,
magenta,2727,EN,11887,0,1,mst,predict,where,bury,1,,,,,,,,,,,,,
magenta,1129,EN,11839,0,1,mst,predict,where,bury,1,,,,,,,,,,,,,
magenta,1302,,11326,0,1,mst,predict,where,bury,1,,,,,,,,,,,,,
magenta,539,,10030,0,1,mst,predict,where,bury,1,,,,,,,,,,,,,
magenta,1281,,10486,0,1,mst,predict,where,bury,1,,,,,,,,,,,,,
magenta,961,EN,10984,0,1,mst,predict,where,bury,1,,,,,,,,,,,,,
magenta,1360,,11437,0,1,mst,predict,where,bury,1,,,,,,,,,,,,,
magenta,654,EN,10576,0,1,mst,predict,where,bury,0,,,,,,,,,,,,,
magenta,964,,11410,0,1,mst,predict,who,interview,1,,,,,,,,,,,,,
magenta,1465,EN,10495,0,1,mst,predict,who,interview,1,,,,,,,,,,,,,
magenta,777,EN,10327,0,1,mst,predict,who,interview,1,,,,,,,,,,,,,
magenta,825,EN,10762,0,1,mst,predict,who,interview,1,,,,,,,,,,,,,
magenta,1329,EN,11101,0,1,mst,predict,who,interview,1,,,,,,,,,,,,,
magenta,1618,,11299,0,1,mst,predict,who,interview,1,,,,,,,,,,,,,
magenta,2618,EN,11821,0,1,mst,predict,who,interview,0,,,,,,,,,,,,,
magenta,2147,,11290,0,1,mst,predict,who,interview,1,,,,,,,,,,,,,
magenta,1208,,11254,0,1,mst,predict,who,interview,1,,,,,,,,,,,,,
magenta,868,,11491,0,1,mst,predict,who,interview,0,,,,,,,,,,,,,
magenta,1353,EN,10942,0,1,mst,predict,who,interview,1,,,,,,,,,,,,,
magenta,1120,,11284,0,1,mst,predict,who,interview,1,,,,,,,,,,,,,
magenta,1119,,11479,0,1,mst,predict,who,interview,1,,,,,,,,,,,,,
magenta,2724,EN,12001,0,1,mst,predict,who,interview,0,,,,,,,,,,,,,
magenta,1361,EN,10567,0,1,mst,predict,who,interview,0,,,,,,,,,,,,,
magenta,1518,,11593,0,1,mst,predict,who,interview,1,,,,,,,,,,,,,
magenta,1331,,11893,0,1,mst,predict,who,interview,0,,,,,,,,,,,,,
magenta,851,,10387,0,1,mst,predict,who,interview,1,,,,,,,,,,,,,
magenta,2727,EN,11887,0,1,mst,predict,who,interview,1,,,,,,,,,,,,,
magenta,1129,EN,11839,0,1,mst,predict,who,interview,0,,,,,,,,,,,,,
magenta,1302,,11326,0,1,mst,predict,who,interview,0,,,,,,,,,,,,,
magenta,539,,10030,0,1,mst,predict,who,interview,1,,,,,,,,,,,,,
magenta,1281,,10486,0,1,mst,predict,who,interview,1,,,,,,,,,,,,,
magenta,961,EN,10984,0,1,mst,predict,who,interview,1,,,,,,,,,,,,,
magenta,1360,,11437,0,1,mst,predict,who,interview,1,,,,,,,,,,,,,
magenta,654,EN,10576,0,1,mst,predict,who,interview,1,,,,,,,,,,,,,
magenta,964,,11410,0,1,mst,predict,who,hire,1,,,,,,,,,,,,,
magenta,1465,EN,10495,0,1,mst,predict,who,hire,1,,,,,,,,,,,,,
magenta,777,EN,10327,0,1,mst,predict,who,hire,1,,,,,,,,,,,,,
magenta,825,EN,10762,0,1,mst,predict,who,hire,0,,,,,,,,,,,,,
magenta,1329,EN,11101,0,1,mst,predict,who,hire,1,,,,,,,,,,,,,
magenta,1618,,11299,0,1,mst,predict,who,hire,1,,,,,,,,,,,,,
magenta,2618,EN,11821,0,1,mst,predict,who,hire,0,,,,,,,,,,,,,
magenta,2147,,11290,0,1,mst,predict,who,hire,1,,,,,,,,,,,,,
magenta,1208,,11254,0,1,mst,predict,who,hire,0,,,,,,,,,,,,,
magenta,868,,11491,0,1,mst,predict,who,hire,0,,,,,,,,,,,,,
magenta,1353,EN,10942,0,1,mst,predict,who,hire,1,,,,,,,,,,,,,
magenta,1120,,11284,0,1,mst,predict,who,hire,1,,,,,,,,,,,,,
magenta,1119,,11479,0,1,mst,predict,who,hire,1,,,,,,,,,,,,,
magenta,2724,EN,12001,0,1,mst,predict,who,hire,0,,,,,,,,,,,,,
magenta,1361,EN,10567,0,1,mst,predict,who,hire,1,,,,,,,,,,,,,
magenta,1518,,11593,0,1,mst,predict,who,hire,0,,,,,,,,,,,,,
magenta,1331,,11893,0,1,mst,predict,who,hire,1,,,,,,,,,,,,,
magenta,851,,10387,0,1,mst,predict,who,hire,0,,,,,,,,,,,,,
magenta,2727,EN,11887,0,1,mst,predict,who,hire,1,,,,,,,,,,,,,
