subject,pool,trial,story,verb,wh,report,response
47.20.0.183,online,MS-where,capuccino,know,where,ms,1
77.101.65.83,online,MS-where,newspaper,know,where,ms,1
77.101.65.83,online,MS-where,capuccino,know,where,ms,1
173.63.44.8,online,MS-where,newspaper,know,where,ms,1
173.63.44.8,online,MS-where,capuccino,know,where,ms,1
172.58.137.226,online,MS-where,newspaper,know,where,ms,1
172.58.137.226,online,MS-where,capuccino,know,where,ms,1
73.72.139.14,online,MS-where,newspaper,know,where,ms,1
73.72.139.14,online,MS-where,capuccino,know,where,ms,1
73.134.84.161,online,MS-where,newspaper,know,where,ms,0
73.134.84.161,online,MS-where,capuccino,know,where,ms,1
165.230.224.64,online,MS-where,newspaper,know,where,ms,1
165.230.224.64,online,MS-where,capuccino,know,where,ms,1
76.167.240.24,online,MS-where,newspaper,know,where,ms,1
76.167.240.24,online,MS-where,capuccino,know,where,ms,1
98.25.196.90,online,MS-where,newspaper,know,where,ms,1
98.25.196.90,online,MS-where,capuccino,know,where,ms,1
108.237.150.35,online,MS-where,newspaper,know,where,ms,1
108.237.150.35,online,MS-where,capuccino,know,where,ms,1
172.56.16.204,online,MS-where,newspaper,know,where,ms,1
172.56.16.204,online,MS-where,capuccino,know,where,ms,1
164.67.237.91,online,MS-where,newspaper,know,where,ms,1
164.67.237.91,online,MS-where,capuccino,know,where,ms,1
173.79.59.181,online,MS-where,newspaper,know,where,ms,1
173.79.59.181,online,MS-where,capuccino,know,where,ms,1
73.242.55.235,online,MS-where,newspaper,know,where,ms,1
73.242.55.235,online,MS-where,capuccino,know,where,ms,1
147.222.216.116,online,MS-where,newspaper,know,where,ms,1
147.222.216.116,online,MS-where,capuccino,know,where,ms,1
12.167.141.60,online,MS-where,newspaper,know,where,ms,1
12.167.141.60,online,MS-where,capuccino,know,where,ms,1
136.160.90.3,online,MS-where,newspaper,know,where,ms,1
136.160.90.3,online,MS-where,capuccino,know,where,ms,1
67.84.43.204,online,MS-where,newspaper,know,where,ms,1
67.84.43.204,online,MS-where,capuccino,know,where,ms,1
50.32.254.161,online,MS-where,newspaper,know,where,ms,1
50.32.254.161,online,MS-where,capuccino,know,where,ms,1
167.219.88.140,online,MS-where,newspaper,know,where,ms,1
167.219.88.140,online,MS-where,capuccino,know,where,ms,1
68.170.94.47,online,MS-where,newspaper,know,where,ms,1
68.170.94.47,online,MS-where,capuccino,know,where,ms,1
162.239.1.6,online,MS-where,newspaper,know,where,ms,1
162.239.1.6,online,MS-where,capuccino,know,where,ms,1
73.182.225.53,online,MS-where,newspaper,know,where,ms,1
73.182.225.53,online,MS-where,capuccino,know,where,ms,1
192.231.177.29,online,MS-where,newspaper,know,where,ms,1
192.231.177.29,online,MS-where,capuccino,know,where,ms,1
73.200.22.97,online,MS-where,newspaper,know,where,ms,1
73.200.22.97,online,MS-where,capuccino,know,where,ms,1
108.53.051.141,rutgers,MS-who,dinner party,know,who,ms,0
108.53.051.141,rutgers,MS-who,hospital,know,who,ms,0
165.030.004.105,rutgers,MS-who,dinner party,know,who,ms,1
165.030.004.105,rutgers,MS-who,hospital,know,who,ms,1
165.030.004.90,rutgers,MS-who,dinner party,know,who,ms,1
165.030.004.90,rutgers,MS-who,hospital,know,who,ms,0
70.190.71.170,rutgers,MS-who,dinner party,know,who,ms,0
70.190.71.170,rutgers,MS-who,hospital,know,who,ms,1
165.030.004.000,rutgers,MS-who,dinner party,know,who,ms,1
165.030.004.000,rutgers,MS-who,hospital,know,who,ms,1
70.80.109.003,rutgers,MS-who,dinner party,know,who,ms,1
70.80.109.003,rutgers,MS-who,hospital,know,who,ms,1
190.150.043.015,rutgers,MS-who,dinner party,know,who,ms,0
190.150.043.015,rutgers,MS-who,hospital,know,who,ms,1
67.86.050.170,rutgers,MS-who,dinner party,know,who,ms,1
67.86.050.170,rutgers,MS-who,hospital,know,who,ms,1
67.86.050.170,rutgers,MS-who,dinner party,know,who,ms,1
67.86.050.170,rutgers,MS-who,hospital,know,who,ms,1
165.030.005.006,rutgers,MS-who,dinner party,know,who,ms,1
165.030.005.006,rutgers,MS-who,hospital,know,who,ms,1
04.186.119.108,rutgers,MS-who,dinner party,know,who,ms,0
04.186.119.108,rutgers,MS-who,hospital,know,who,ms,0
71.170.41.196,rutgers,MS-who,dinner party,know,who,ms,0
71.170.41.196,rutgers,MS-who,hospital,know,who,ms,1
69.106.040.158,rutgers,MS-who,dinner party,know,who,ms,1
69.106.040.158,rutgers,MS-who,hospital,know,who,ms,1
165.030.004.036,rutgers,MS-who,dinner party,know,who,ms,0
165.030.004.036,rutgers,MS-who,hospital,know,who,ms,0
69.141.140.013,rutgers,MS-who,dinner party,know,who,ms,1
69.141.140.013,rutgers,MS-who,hospital,know,who,ms,0
165.030.004.57,rutgers,MS-who,dinner party,know,who,ms,1
165.030.004.57,rutgers,MS-who,hospital,know,who,ms,1
165.030.004.66,rutgers,MS-who,dinner party,know,who,ms,1
165.030.004.66,rutgers,MS-who,hospital,know,who,ms,1
98.001.64.175,rutgers,MS-who,dinner party,know,who,ms,0
98.001.64.175,rutgers,MS-who,hospital,know,who,ms,1
165.030.005.99,rutgers,MS-who,dinner party,know,who,ms,0
165.030.005.99,rutgers,MS-who,hospital,know,who,ms,1
173.0.107.89,rutgers,MS-who,dinner party,know,who,ms,0
173.0.107.89,rutgers,MS-who,hospital,know,who,ms,1
68.181.206.25,online,MS-who,dinner party,know,who,ms,0
68.181.206.25,online,MS-who,hospital,know,who,ms,0
166.170.28.46,online,MS-who,dinner party,know,who,ms,0
166.170.28.46,online,MS-who,hospital,know,who,ms,0
65.112.10.174,online,MS-who,dinner party,know,who,ms,0
65.112.10.174,online,MS-who,hospital,know,who,ms,0
150.108.216.96,online,MS-who,dinner party,know,who,ms,1
150.108.216.96,online,MS-who,hospital,know,who,ms,1
24.185.2.85,online,MS-who,dinner party,know,who,ms,1
24.185.2.85,online,MS-who,hospital,know,who,ms,1
71.126.138.173,online,MS-who,dinner party,know,who,ms,0
71.126.138.173,online,MS-who,hospital,know,who,ms,0
71.66.228.164,online,MS-who,dinner party,know,who,ms,0
71.66.228.164,online,MS-who,hospital,know,who,ms,0
50.153.246.193,online,MS-who,dinner party,know,who,ms,0
50.153.246.193,online,MS-who,hospital,know,who,ms,0
47.20.0.183,online,MS-who,dinner party,know,who,ms,0
47.20.0.183,online,MS-who,hospital,know,who,ms,1
77.101.65.83,online,MS-who,dinner party,know,who,ms,0
77.101.65.83,online,MS-who,hospital,know,who,ms,0
173.63.44.8,online,MS-who,dinner party,know,who,ms,1
173.63.44.8,online,MS-who,hospital,know,who,ms,1
172.58.137.226,online,MS-who,dinner party,know,who,ms,0
172.58.137.226,online,MS-who,hospital,know,who,ms,0
73.72.139.14,online,MS-who,dinner party,know,who,ms,0
73.72.139.14,online,MS-who,hospital,know,who,ms,1
73.134.84.161,online,MS-who,dinner party,know,who,ms,0
73.134.84.161,online,MS-who,hospital,know,who,ms,0
165.230.224.64,online,MS-who,dinner party,know,who,ms,0
165.230.224.64,online,MS-who,hospital,know,who,ms,1
76.167.240.24,online,MS-who,dinner party,know,who,ms,0
76.167.240.24,online,MS-who,hospital,know,who,ms,1
98.25.196.90,online,MS-who,dinner party,know,who,ms,0
98.25.196.90,online,MS-who,hospital,know,who,ms,0
108.237.150.35,online,MS-who,dinner party,know,who,ms,0
108.237.150.35,online,MS-who,hospital,know,who,ms,0
172.56.16.204,online,MS-who,dinner party,know,who,ms,0
172.56.16.204,online,MS-who,hospital,know,who,ms,1
164.67.237.91,online,MS-who,dinner party,know,who,ms,0
164.67.237.91,online,MS-who,hospital,know,who,ms,1
173.79.59.181,online,MS-who,dinner party,know,who,ms,0
173.79.59.181,online,MS-who,hospital,know,who,ms,0
73.242.55.235,online,MS-who,dinner party,know,who,ms,0
73.242.55.235,online,MS-who,hospital,know,who,ms,0
147.222.216.116,online,MS-who,dinner party,know,who,ms,1
147.222.216.116,online,MS-who,hospital,know,who,ms,1
12.167.141.60,online,MS-who,dinner party,know,who,ms,1
12.167.141.60,online,MS-who,hospital,know,who,ms,1
136.160.90.3,online,MS-who,dinner party,know,who,ms,1
136.160.90.3,online,MS-who,hospital,know,who,ms,1
67.84.43.204,online,MS-who,dinner party,know,who,ms,0
67.84.43.204,online,MS-who,hospital,know,who,ms,0
50.32.254.161,online,MS-who,dinner party,know,who,ms,0
50.32.254.161,online,MS-who,hospital,know,who,ms,0
167.219.88.140,online,MS-who,dinner party,know,who,ms,0
167.219.88.140,online,MS-who,hospital,know,who,ms,1
68.170.94.47,online,MS-who,dinner party,know,who,ms,0
68.170.94.47,online,MS-who,hospital,know,who,ms,0
162.239.1.6,online,MS-who,dinner party,know,who,ms,1
162.239.1.6,online,MS-who,hospital,know,who,ms,0
73.182.225.53,online,MS-who,dinner party,know,who,ms,0
73.182.225.53,online,MS-who,hospital,know,who,ms,0
192.231.177.29,online,MS-who,dinner party,know,who,ms,0
192.231.177.29,online,MS-who,hospital,know,who,ms,0
73.200.22.97,online,MS-who,dinner party,know,who,ms,0
73.200.22.97,online,MS-who,hospital,know,who,ms,0
