subject,native_lang,context,mat_verb,wh,emb_verb,response,list,tense
8428,EN,MAF,know,where,find,0,green,nonfinite
8749,EN,MAF,know,where,find,0,green,nonfinite
7906,EN,MAF,know,where,find,0,green,nonfinite
9703,EN,MAF,know,where,find,0,green,nonfinite
7966,EN,MAF,know,where,find,0,green,nonfinite
10966,EN,MAF,know,where,find,0,green,nonfinite
11338,EN,MAF,know,where,find,0,green,nonfinite
11350,EN,MAF,know,where,find,0,green,nonfinite
10636,EN,MAF,know,where,find,0,green,nonfinite
7387,EN,MAF,know,where,hide,0,green,nonfinite
9814,EN,MAF,know,where,hide,0,green,nonfinite
8605,EN,MAF,know,where,hide,0,green,nonfinite
9430,EN,MAF,know,where,hide,0,green,nonfinite
6487,EN,MAF,know,where,hide,1,green,nonfinite
9055,EN,MAF,know,where,hide,0,green,nonfinite
8650,EN,MAF,know,where,hide,0,green,nonfinite
7543,EN,MAF,know,where,hide,0,green,nonfinite
9643,EN,MAF,know,where,hide,0,green,nonfinite
8719,EN,MAF,know,where,hide,0,green,nonfinite
9871,EN,MAF,know,where,hide,0,green,nonfinite
8563,EN,MAF,know,where,hide,0,green,nonfinite
6985,EN,MAF,know,where,hide,0,green,nonfinite
9655,EN,MAF,know,where,hide,0,green,nonfinite
9676,EN,MAF,know,where,hide,0,green,nonfinite
8653,EN,MAF,know,where,hide,0,green,nonfinite
8779,EN,MAF,know,where,hide,0,green,nonfinite
8428,EN,MAF,know,where,hide,0,green,nonfinite
8749,EN,MAF,know,where,hide,0,green,nonfinite
7906,EN,MAF,know,where,hide,0,green,nonfinite
9703,EN,MAF,know,where,hide,0,green,nonfinite
7966,EN,MAF,know,where,hide,1,green,nonfinite
10966,EN,MAF,know,where,hide,0,green,nonfinite
11338,EN,MAF,know,where,hide,0,green,nonfinite
11350,EN,MAF,know,where,hide,0,green,nonfinite
10636,EN,MAF,know,where,hide,0,green,nonfinite
7387,EN,MAF,know,who,recruit,0,green,nonfinite
9814,EN,MAF,know,who,recruit,0,green,nonfinite
8605,EN,MAF,know,who,recruit,0,green,nonfinite
9430,EN,MAF,know,who,recruit,0,green,nonfinite
6487,EN,MAF,know,who,recruit,0,green,nonfinite
9055,EN,MAF,know,who,recruit,0,green,nonfinite
8650,EN,MAF,know,who,recruit,1,green,nonfinite
7543,EN,MAF,know,who,recruit,0,green,nonfinite
9643,EN,MAF,know,who,recruit,0,green,nonfinite
8719,EN,MAF,know,who,recruit,0,green,nonfinite
9871,EN,MAF,know,who,recruit,0,green,nonfinite
8563,EN,MAF,know,who,recruit,0,green,nonfinite
6985,EN,MAF,know,who,recruit,0,green,nonfinite
9655,EN,MAF,know,who,recruit,0,green,nonfinite
9676,EN,MAF,know,who,recruit,0,green,nonfinite
8653,EN,MAF,know,who,recruit,0,green,nonfinite
8779,EN,MAF,know,who,recruit,0,green,nonfinite
8428,EN,MAF,know,who,recruit,0,green,nonfinite
8749,EN,MAF,know,who,recruit,0,green,nonfinite
7906,EN,MAF,know,who,recruit,0,green,nonfinite
9703,EN,MAF,know,who,recruit,0,green,nonfinite
7966,EN,MAF,know,who,recruit,0,green,nonfinite
10966,EN,MAF,know,who,recruit,0,green,nonfinite
11338,EN,MAF,know,who,recruit,0,green,nonfinite
11350,EN,MAF,know,who,recruit,0,green,nonfinite
10636,EN,MAF,know,who,recruit,0,green,nonfinite
7387,EN,MAF,know,who,call,0,green,nonfinite
9814,EN,MAF,know,who,call,1,green,nonfinite
8605,EN,MAF,know,who,call,0,green,nonfinite
9430,EN,MAF,know,who,call,0,green,nonfinite
6487,EN,MAF,know,who,call,0,green,nonfinite
9055,EN,MAF,know,who,call,0,green,nonfinite
8650,EN,MAF,know,who,call,0,green,nonfinite
7543,EN,MAF,know,who,call,0,green,nonfinite
9643,EN,MAF,know,who,call,0,green,nonfinite
8719,EN,MAF,know,who,call,0,green,nonfinite
9871,EN,MAF,know,who,call,0,green,nonfinite
8563,EN,MAF,know,who,call,0,green,nonfinite
6985,EN,MAF,know,who,call,0,green,nonfinite
9655,EN,MAF,know,who,call,0,green,nonfinite
9676,EN,MAF,know,who,call,0,green,nonfinite
8653,EN,MAF,know,who,call,0,green,nonfinite
8779,EN,MAF,know,who,call,0,green,nonfinite
8428,EN,MAF,know,who,call,0,green,nonfinite
8749,EN,MAF,know,who,call,0,green,nonfinite
7906,EN,MAF,know,who,call,0,green,nonfinite
9703,EN,MAF,know,who,call,0,green,nonfinite
7966,EN,MAF,know,who,call,0,green,nonfinite
10966,EN,MAF,know,who,call,0,green,nonfinite
11338,EN,MAF,know,who,call,0,green,nonfinite
11350,EN,MAF,know,who,call,0,green,nonfinite
10636,EN,MAF,know,who,call,1,green,nonfinite
7387,EN,MATF,know,where,view,0,green,nonfinite
9814,EN,MATF,know,where,view,0,green,nonfinite
8605,EN,MATF,know,where,view,1,green,nonfinite
9430,EN,MATF,know,where,view,0,green,nonfinite
6487,EN,MATF,know,where,view,0,green,nonfinite
9055,EN,MATF,know,where,view,0,green,nonfinite
8650,EN,MATF,know,where,view,1,green,nonfinite
7543,EN,MATF,know,where,view,1,green,nonfinite
9643,EN,MATF,know,where,view,0,green,nonfinite
8719,EN,MATF,know,where,view,0,green,nonfinite
9871,EN,MATF,know,where,view,0,green,nonfinite
8563,EN,MATF,know,where,view,1,green,nonfinite
6985,EN,MATF,know,where,view,1,green,nonfinite
9655,EN,MATF,know,where,view,1,green,nonfinite
9676,EN,MATF,know,where,view,1,green,nonfinite
8653,EN,MATF,know,where,view,0,green,nonfinite
8779,EN,MATF,know,where,view,0,green,nonfinite
8428,EN,MATF,know,where,view,0,green,nonfinite
8749,EN,MATF,know,where,view,0,green,nonfinite
7906,EN,MATF,know,where,view,0,green,nonfinite
9703,EN,MATF,know,where,view,1,green,nonfinite
7966,EN,MATF,know,where,view,0,green,nonfinite
10966,EN,MATF,know,where,view,1,green,nonfinite
11338,EN,MATF,know,where,view,1,green,nonfinite
11350,EN,MATF,know,where,view,0,green,nonfinite
10636,EN,MATF,know,where,view,0,green,nonfinite
7387,EN,MATF,know,where,bury,0,green,nonfinite
9814,EN,MATF,know,where,bury,1,green,nonfinite
8605,EN,MATF,know,where,bury,0,green,nonfinite
9430,EN,MATF,know,where,bury,0,green,nonfinite
6487,EN,MATF,know,where,bury,1,green,nonfinite
9055,EN,MATF,know,where,bury,0,green,nonfinite
8650,EN,MATF,know,where,bury,1,green,nonfinite
7543,EN,MATF,know,where,bury,1,green,nonfinite
9643,EN,MATF,know,where,bury,0,green,nonfinite
8719,EN,MATF,know,where,bury,0,green,nonfinite
9871,EN,MATF,know,where,bury,1,green,nonfinite
8563,EN,MATF,know,where,bury,1,green,nonfinite
6985,EN,MATF,know,where,bury,1,green,nonfinite
9655,EN,MATF,know,where,bury,0,green,nonfinite
9676,EN,MATF,know,where,bury,0,green,nonfinite
8653,EN,MATF,know,where,bury,1,green,nonfinite
8779,EN,MATF,know,where,bury,1,green,nonfinite
8428,EN,MATF,know,where,bury,0,green,nonfinite
8749,EN,MATF,know,where,bury,0,green,nonfinite
7906,EN,MATF,know,where,bury,0,green,nonfinite
9703,EN,MATF,know,where,bury,0,green,nonfinite
7966,EN,MATF,know,where,bury,0,green,nonfinite
10966,EN,MATF,know,where,bury,1,green,nonfinite
11338,EN,MATF,know,where,bury,1,green,nonfinite
11350,EN,MATF,know,where,bury,1,green,nonfinite
10636,EN,MATF,know,where,bury,0,green,nonfinite
7387,EN,MATF,know,who,interview,0,green,nonfinite
9814,EN,MATF,know,who,interview,1,green,nonfinite
8605,EN,MATF,know,who,interview,0,green,nonfinite
9430,EN,MATF,know,who,interview,1,green,nonfinite
6487,EN,MATF,know,who,interview,0,green,nonfinite
9055,EN,MATF,know,who,interview,0,green,nonfinite
8650,EN,MATF,know,who,interview,1,green,nonfinite
7543,EN,MATF,know,who,interview,0,green,nonfinite
9643,EN,MATF,know,who,interview,0,green,nonfinite
8719,EN,MATF,know,who,interview,0,green,nonfinite
9871,EN,MATF,know,who,interview,0,green,nonfinite
8563,EN,MATF,know,who,interview,0,green,nonfinite
6985,EN,MATF,know,who,interview,1,green,nonfinite
9655,EN,MATF,know,who,interview,0,green,nonfinite
9676,EN,MATF,know,who,interview,0,green,nonfinite
8653,EN,MATF,know,who,interview,1,green,nonfinite
8779,EN,MATF,know,who,interview,0,green,nonfinite
8428,EN,MATF,know,who,interview,1,green,nonfinite
8749,EN,MATF,know,who,interview,0,green,nonfinite
7906,EN,MATF,know,who,interview,0,green,nonfinite
9703,EN,MATF,know,who,interview,0,green,nonfinite
7966,EN,MATF,know,who,interview,0,green,nonfinite
10966,EN,MATF,know,who,interview,1,green,nonfinite
11338,EN,MATF,know,who,interview,1,green,nonfinite
11350,EN,MATF,know,who,interview,0,green,nonfinite
10636,EN,MATF,know,who,interview,0,green,nonfinite
7387,EN,MATF,know,who,hire,0,green,nonfinite
9814,EN,MATF,know,who,hire,1,green,nonfinite
8605,EN,MATF,know,who,hire,0,green,nonfinite
9430,EN,MATF,know,who,hire,0,green,nonfinite
6487,EN,MATF,know,who,hire,1,green,nonfinite
9055,EN,MATF,know,who,hire,0,green,nonfinite
8650,EN,MATF,know,who,hire,1,green,nonfinite
7543,EN,MATF,know,who,hire,0,green,nonfinite
9643,EN,MATF,know,who,hire,0,green,nonfinite
8719,EN,MATF,know,who,hire,0,green,nonfinite
9871,EN,MATF,know,who,hire,0,green,nonfinite
8563,EN,MATF,know,who,hire,0,green,nonfinite
6985,EN,MATF,know,who,hire,1,green,nonfinite
9655,EN,MATF,know,who,hire,0,green,nonfinite
9676,EN,MATF,know,who,hire,1,green,nonfinite
8653,EN,MATF,know,who,hire,1,green,nonfinite
8779,EN,MATF,know,who,hire,0,green,nonfinite
8428,EN,MATF,know,who,hire,0,green,nonfinite
8749,EN,MATF,know,who,hire,0,green,nonfinite
7906,EN,MATF,know,who,hire,0,green,nonfinite
9703,EN,MATF,know,who,hire,0,green,nonfinite
7966,EN,MATF,know,who,hire,0,green,nonfinite
10966,EN,MATF,know,who,hire,1,green,nonfinite
11338,EN,MATF,know,who,hire,0,green,nonfinite
11350,EN,MATF,know,who,hire,0,green,nonfinite
10636,EN,MATF,know,who,hire,0,green,nonfinite
7387,EN,MST,know,where,store,1,green,nonfinite
9814,EN,MST,know,where,store,1,green,nonfinite
8605,EN,MST,know,where,store,1,green,nonfinite
9430,EN,MST,know,where,store,1,green,nonfinite
6487,EN,MST,know,where,store,1,green,nonfinite
9055,EN,MST,know,where,store,1,green,nonfinite
8650,EN,MST,know,where,store,1,green,nonfinite
7543,EN,MST,know,where,store,1,green,nonfinite
9643,EN,MST,know,where,store,1,green,nonfinite
8719,EN,MST,know,where,store,1,green,nonfinite
9871,EN,MST,know,where,store,1,green,nonfinite
8563,EN,MST,know,where,store,1,green,nonfinite
6985,EN,MST,know,where,store,1,green,nonfinite
9655,EN,MST,know,where,store,1,green,nonfinite
9676,EN,MST,know,where,store,1,green,nonfinite
8653,EN,MST,know,where,store,1,green,nonfinite
8779,EN,MST,know,where,store,1,green,nonfinite
8428,EN,MST,know,where,store,1,green,nonfinite
8749,EN,MST,know,where,store,1,green,nonfinite
7906,EN,MST,know,where,store,1,green,nonfinite
9703,EN,MST,know,where,store,1,green,nonfinite
7966,EN,MST,know,where,store,1,green,nonfinite
10966,EN,MST,know,where,store,1,green,nonfinite
11338,EN,MST,know,where,store,1,green,nonfinite
11350,EN,MST,know,where,store,1,green,nonfinite
10636,EN,MST,know,where,store,0,green,nonfinite
7387,EN,MST,know,where,sell,1,green,nonfinite
9814,EN,MST,know,where,sell,1,green,nonfinite
8605,EN,MST,know,where,sell,1,green,nonfinite
9430,EN,MST,know,where,sell,1,green,nonfinite
6487,EN,MST,know,where,sell,1,green,nonfinite
9055,EN,MST,know,where,sell,1,green,nonfinite
8650,EN,MST,know,where,sell,1,green,nonfinite
7543,EN,MST,know,where,sell,1,green,nonfinite
9643,EN,MST,know,where,sell,1,green,nonfinite
8719,EN,MST,know,where,sell,1,green,nonfinite
9871,EN,MST,know,where,sell,NA,green,nonfinite
8563,EN,MST,know,where,sell,1,green,nonfinite
6985,EN,MST,know,where,sell,1,green,nonfinite
9655,EN,MST,know,where,sell,1,green,nonfinite
9676,EN,MST,know,where,sell,1,green,nonfinite
8653,EN,MST,know,where,sell,1,green,nonfinite
8779,EN,MST,know,where,sell,1,green,nonfinite
8428,EN,MST,know,where,sell,1,green,nonfinite
8749,EN,MST,know,where,sell,1,green,nonfinite
7906,EN,MST,know,where,sell,1,green,nonfinite
9703,EN,MST,know,where,sell,1,green,nonfinite
7966,EN,MST,know,where,sell,1,green,nonfinite
10966,EN,MST,know,where,sell,1,green,nonfinite
11338,EN,MST,know,where,sell,1,green,nonfinite
11350,EN,MST,know,where,sell,1,green,nonfinite
10636,EN,MST,know,where,sell,1,green,nonfinite
7387,EN,MST,know,who,invite,1,green,nonfinite
9814,EN,MST,know,who,invite,1,green,nonfinite
8605,EN,MST,know,who,invite,1,green,nonfinite
9430,EN,MST,know,who,invite,1,green,nonfinite
6487,EN,MST,know,who,invite,0,green,nonfinite
9055,EN,MST,know,who,invite,1,green,nonfinite
8650,EN,MST,know,who,invite,1,green,nonfinite
7543,EN,MST,know,who,invite,1,green,nonfinite
9643,EN,MST,know,who,invite,1,green,nonfinite
8719,EN,MST,know,who,invite,1,green,nonfinite
9871,EN,MST,know,who,invite,1,green,nonfinite
8563,EN,MST,know,who,invite,1,green,nonfinite
6985,EN,MST,know,who,invite,1,green,nonfinite
9655,EN,MST,know,who,invite,1,green,nonfinite
9676,EN,MST,know,who,invite,0,green,nonfinite
8653,EN,MST,know,who,invite,1,green,nonfinite
8779,EN,MST,know,who,invite,1,green,nonfinite
8428,EN,MST,know,who,invite,1,green,nonfinite
8749,EN,MST,know,who,invite,1,green,nonfinite
7906,EN,MST,know,who,invite,1,green,nonfinite
9703,EN,MST,know,who,invite,1,green,nonfinite
7966,EN,MST,know,who,invite,1,green,nonfinite
10966,EN,MST,know,who,invite,0,green,nonfinite
11338,EN,MST,know,who,invite,1,green,nonfinite
11350,EN,MST,know,who,invite,1,green,nonfinite
10636,EN,MST,know,who,invite,1,green,nonfinite
7387,EN,MST,know,who,select,1,green,nonfinite
9814,EN,MST,know,who,select,1,green,nonfinite
8605,EN,MST,know,who,select,1,green,nonfinite
9430,EN,MST,know,who,select,1,green,nonfinite
6487,EN,MST,know,who,select,1,green,nonfinite
9055,EN,MST,know,who,select,1,green,nonfinite
8650,EN,MST,know,who,select,1,green,nonfinite
7543,EN,MST,know,who,select,1,green,nonfinite
9643,EN,MST,know,who,select,1,green,nonfinite
8719,EN,MST,know,who,select,1,green,nonfinite
9871,EN,MST,know,who,select,1,green,nonfinite
8563,EN,MST,know,who,select,1,green,nonfinite
6985,EN,MST,know,who,select,1,green,nonfinite
9655,EN,MST,know,who,select,1,green,nonfinite
9676,EN,MST,know,who,select,1,green,nonfinite
8653,EN,MST,know,who,select,1,green,nonfinite
8779,EN,MST,know,who,select,1,green,nonfinite
8428,EN,MST,know,who,select,1,green,nonfinite
8749,EN,MST,know,who,select,1,green,nonfinite
7906,EN,MST,know,who,select,1,green,nonfinite
9703,EN,MST,know,who,select,1,green,nonfinite
7966,EN,MST,know,who,select,1,green,nonfinite
10966,EN,MST,know,who,select,1,green,nonfinite
11338,EN,MST,know,who,select,1,green,nonfinite
11350,EN,MST,know,who,select,1,green,nonfinite
10636,EN,MST,know,who,select,0,green,nonfinite
10044,EN,MST,predict,where,find,1,cyan,finite
10445,EN,MST,predict,where,find,0,cyan,finite
10110,EN,MST,predict,where,find,1,cyan,finite
11497,EN,MST,predict,where,find,1,cyan,finite
10803,EN,MST,predict,where,find,1,cyan,finite
10074,EN,MST,predict,where,find,0,cyan,finite
10083,EN,MST,predict,where,find,1,cyan,finite
11057,EN,MST,predict,where,find,1,cyan,finite
11303,EN,MST,predict,where,find,1,cyan,finite
10469,EN,MST,predict,where,find,1,cyan,finite
11090,EN,MST,predict,where,find,1,cyan,finite
me387,EN,MST,predict,where,find,0,cyan,finite
10778,EN,MST,predict,where,find,1,cyan,finite
11374,EN,MST,predict,where,find,1,cyan,finite
10838,EN,MST,predict,where,find,1,cyan,finite
10436,EN,MST,predict,where,find,1,cyan,finite
11056,EN,MST,predict,where,find,0,cyan,finite
10118,EN,MST,predict,where,find,0,cyan,finite
10008,EN,MST,predict,where,find,1,cyan,finite
10735,EN,MST,predict,where,find,1,cyan,finite
10760,EN,MST,predict,where,find,1,cyan,finite
10407,EN,MST,predict,where,find,1,cyan,finite
10080,EN,MST,predict,where,find,1,cyan,finite
11008,EN,MST,predict,where,find,1,cyan,finite
10559,EN,MST,predict,where,find,1,cyan,finite
10044,EN,MST,predict,who,recruit,1,cyan,finite
10445,EN,MST,predict,who,recruit,1,cyan,finite
10110,EN,MST,predict,who,recruit,1,cyan,finite
11497,EN,MST,predict,who,recruit,1,cyan,finite
10803,EN,MST,predict,who,recruit,1,cyan,finite
10074,EN,MST,predict,who,recruit,0,cyan,finite
10083,EN,MST,predict,who,recruit,1,cyan,finite
11057,EN,MST,predict,who,recruit,1,cyan,finite
11303,EN,MST,predict,who,recruit,1,cyan,finite
10469,EN,MST,predict,who,recruit,1,cyan,finite
11090,EN,MST,predict,who,recruit,0,cyan,finite
me387,EN,MST,predict,who,recruit,1,cyan,finite
10778,EN,MST,predict,who,recruit,1,cyan,finite
11374,EN,MST,predict,who,recruit,1,cyan,finite
10838,EN,MST,predict,who,recruit,1,cyan,finite
10436,EN,MST,predict,who,recruit,1,cyan,finite
11056,EN,MST,predict,who,recruit,1,cyan,finite
10118,EN,MST,predict,who,recruit,1,cyan,finite
10008,EN,MST,predict,who,recruit,1,cyan,finite
10735,EN,MST,predict,who,recruit,1,cyan,finite
10760,EN,MST,predict,who,recruit,1,cyan,finite
10407,EN,MST,predict,who,recruit,1,cyan,finite
10080,EN,MST,predict,who,recruit,0,cyan,finite
11008,EN,MST,predict,who,recruit,1,cyan,finite
10559,EN,MST,predict,who,recruit,1,cyan,finite
10044,EN,MST,predict,where,hide,0,cyan,finite
10445,EN,MST,predict,where,hide,1,cyan,finite
10110,EN,MST,predict,where,hide,1,cyan,finite
11497,EN,MST,predict,where,hide,1,cyan,finite
10803,EN,MST,predict,where,hide,1,cyan,finite
10074,EN,MST,predict,where,hide,1,cyan,finite
10083,EN,MST,predict,where,hide,1,cyan,finite
11057,EN,MST,predict,where,hide,1,cyan,finite
11303,EN,MST,predict,where,hide,1,cyan,finite
10469,EN,MST,predict,where,hide,1,cyan,finite
11090,EN,MST,predict,where,hide,1,cyan,finite
me387,EN,MST,predict,where,hide,0,cyan,finite
10778,EN,MST,predict,where,hide,1,cyan,finite
11374,EN,MST,predict,where,hide,1,cyan,finite
10838,EN,MST,predict,where,hide,1,cyan,finite
10436,EN,MST,predict,where,hide,1,cyan,finite
11056,EN,MST,predict,where,hide,1,cyan,finite
10118,EN,MST,predict,where,hide,0,cyan,finite
10008,EN,MST,predict,where,hide,1,cyan,finite
10735,EN,MST,predict,where,hide,1,cyan,finite
10760,EN,MST,predict,where,hide,1,cyan,finite
10407,EN,MST,predict,where,hide,1,cyan,finite
10080,EN,MST,predict,where,hide,1,cyan,finite
11008,EN,MST,predict,where,hide,1,cyan,finite
10559,EN,MST,predict,where,hide,1,cyan,finite
10044,EN,MST,predict,who,call,1,cyan,finite
10445,EN,MST,predict,who,call,1,cyan,finite
10110,EN,MST,predict,who,call,1,cyan,finite
11497,EN,MST,predict,who,call,1,cyan,finite
10803,EN,MST,predict,who,call,1,cyan,finite
10074,EN,MST,predict,who,call,0,cyan,finite
10083,EN,MST,predict,who,call,1,cyan,finite
11057,EN,MST,predict,who,call,1,cyan,finite
11303,EN,MST,predict,who,call,1,cyan,finite
10469,EN,MST,predict,who,call,1,cyan,finite
11090,EN,MST,predict,who,call,1,cyan,finite
me387,EN,MST,predict,who,call,1,cyan,finite
10778,EN,MST,predict,who,call,1,cyan,finite
11374,EN,MST,predict,who,call,1,cyan,finite
10838,EN,MST,predict,who,call,1,cyan,finite
10436,EN,MST,predict,who,call,1,cyan,finite
11056,EN,MST,predict,who,call,1,cyan,finite
10118,EN,MST,predict,who,call,0,cyan,finite
10008,EN,MST,predict,who,call,1,cyan,finite
10735,EN,MST,predict,who,call,1,cyan,finite
10760,EN,MST,predict,who,call,1,cyan,finite
10407,EN,MST,predict,who,call,1,cyan,finite
10080,EN,MST,predict,who,call,1,cyan,finite
11008,EN,MST,predict,who,call,1,cyan,finite
10559,EN,MST,predict,who,call,1,cyan,finite
10044,EN,MAT,predict,where,view,1,cyan,finite
10445,EN,MAT,predict,where,view,1,cyan,finite
10110,EN,MAT,predict,where,view,1,cyan,finite
11497,EN,MAT,predict,where,view,1,cyan,finite
10803,EN,MAT,predict,where,view,1,cyan,finite
10074,EN,MAT,predict,where,view,1,cyan,finite
10083,EN,MAT,predict,where,view,1,cyan,finite
11057,EN,MAT,predict,where,view,1,cyan,finite
11303,EN,MAT,predict,where,view,1,cyan,finite
10469,EN,MAT,predict,where,view,1,cyan,finite
11090,EN,MAT,predict,where,view,1,cyan,finite
me387,EN,MAT,predict,where,view,1,cyan,finite
10778,EN,MAT,predict,where,view,1,cyan,finite
11374,EN,MAT,predict,where,view,1,cyan,finite
10838,EN,MAT,predict,where,view,1,cyan,finite
10436,EN,MAT,predict,where,view,1,cyan,finite
11056,EN,MAT,predict,where,view,1,cyan,finite
10118,EN,MAT,predict,where,view,1,cyan,finite
10008,EN,MAT,predict,where,view,1,cyan,finite
10735,EN,MAT,predict,where,view,1,cyan,finite
10760,EN,MAT,predict,where,view,1,cyan,finite
10407,EN,MAT,predict,where,view,1,cyan,finite
10080,EN,MAT,predict,where,view,1,cyan,finite
11008,EN,MAT,predict,where,view,1,cyan,finite
10559,EN,MAT,predict,where,view,1,cyan,finite
10044,EN,MAT,predict,where,bury,1,cyan,finite
10445,EN,MAT,predict,where,bury,1,cyan,finite
10110,EN,MAT,predict,where,bury,0,cyan,finite
11497,EN,MAT,predict,where,bury,1,cyan,finite
10803,EN,MAT,predict,where,bury,1,cyan,finite
10074,EN,MAT,predict,where,bury,1,cyan,finite
10083,EN,MAT,predict,where,bury,1,cyan,finite
11057,EN,MAT,predict,where,bury,1,cyan,finite
11303,EN,MAT,predict,where,bury,1,cyan,finite
10469,EN,MAT,predict,where,bury,1,cyan,finite
11090,EN,MAT,predict,where,bury,1,cyan,finite
me387,EN,MAT,predict,where,bury,1,cyan,finite
10778,EN,MAT,predict,where,bury,1,cyan,finite
11374,EN,MAT,predict,where,bury,1,cyan,finite
10838,EN,MAT,predict,where,bury,1,cyan,finite
10436,EN,MAT,predict,where,bury,1,cyan,finite
11056,EN,MAT,predict,where,bury,1,cyan,finite
10118,EN,MAT,predict,where,bury,1,cyan,finite
10008,EN,MAT,predict,where,bury,1,cyan,finite
10735,EN,MAT,predict,where,bury,1,cyan,finite
10760,EN,MAT,predict,where,bury,1,cyan,finite
10407,EN,MAT,predict,where,bury,1,cyan,finite
10080,EN,MAT,predict,where,bury,1,cyan,finite
11008,EN,MAT,predict,where,bury,1,cyan,finite
10559,EN,MAT,predict,where,bury,1,cyan,finite
10044,EN,MAT,predict,who,interview,1,cyan,finite
10445,EN,MAT,predict,who,interview,1,cyan,finite
10110,EN,MAT,predict,who,interview,1,cyan,finite
11497,EN,MAT,predict,who,interview,1,cyan,finite
10803,EN,MAT,predict,who,interview,1,cyan,finite
10074,EN,MAT,predict,who,interview,1,cyan,finite
10083,EN,MAT,predict,who,interview,1,cyan,finite
11057,EN,MAT,predict,who,interview,1,cyan,finite
11303,EN,MAT,predict,who,interview,1,cyan,finite
10469,EN,MAT,predict,who,interview,1,cyan,finite
11090,EN,MAT,predict,who,interview,1,cyan,finite
me387,EN,MAT,predict,who,interview,1,cyan,finite
10778,EN,MAT,predict,who,interview,1,cyan,finite
11374,EN,MAT,predict,who,interview,1,cyan,finite
10838,EN,MAT,predict,who,interview,1,cyan,finite
10436,EN,MAT,predict,who,interview,1,cyan,finite
11056,EN,MAT,predict,who,interview,1,cyan,finite
10118,EN,MAT,predict,who,interview,1,cyan,finite
10008,EN,MAT,predict,who,interview,1,cyan,finite
10735,EN,MAT,predict,who,interview,1,cyan,finite
10760,EN,MAT,predict,who,interview,1,cyan,finite
10407,EN,MAT,predict,who,interview,1,cyan,finite
10080,EN,MAT,predict,who,interview,1,cyan,finite
11008,EN,MAT,predict,who,interview,1,cyan,finite
10559,EN,MAT,predict,who,interview,1,cyan,finite
10044,EN,MAT,predict,who,hire,1,cyan,finite
10445,EN,MAT,predict,who,hire,1,cyan,finite
10110,EN,MAT,predict,who,hire,1,cyan,finite
11497,EN,MAT,predict,who,hire,1,cyan,finite
10803,EN,MAT,predict,who,hire,0,cyan,finite
10074,EN,MAT,predict,who,hire,1,cyan,finite
10083,EN,MAT,predict,who,hire,1,cyan,finite
11057,EN,MAT,predict,who,hire,1,cyan,finite
11303,EN,MAT,predict,who,hire,1,cyan,finite
10469,EN,MAT,predict,who,hire,1,cyan,finite
11090,EN,MAT,predict,who,hire,1,cyan,finite
me387,EN,MAT,predict,who,hire,0,cyan,finite
10778,EN,MAT,predict,who,hire,1,cyan,finite
11374,EN,MAT,predict,who,hire,1,cyan,finite
10838,EN,MAT,predict,who,hire,1,cyan,finite
10436,EN,MAT,predict,who,hire,1,cyan,finite
11056,EN,MAT,predict,who,hire,1,cyan,finite
10118,EN,MAT,predict,who,hire,0,cyan,finite
10008,EN,MAT,predict,who,hire,1,cyan,finite
10735,EN,MAT,predict,who,hire,1,cyan,finite
10760,EN,MAT,predict,who,hire,1,cyan,finite
10407,EN,MAT,predict,who,hire,1,cyan,finite
10080,EN,MAT,predict,who,hire,1,cyan,finite
11008,EN,MAT,predict,who,hire,1,cyan,finite
10559,EN,MAT,predict,who,hire,1,cyan,finite
10044,EN,MAF,predict,where,store,0,cyan,finite
10445,EN,MAF,predict,where,store,1,cyan,finite
10110,EN,MAF,predict,where,store,0,cyan,finite
11497,EN,MAF,predict,where,store,0,cyan,finite
10803,EN,MAF,predict,where,store,0,cyan,finite
10074,EN,MAF,predict,where,store,0,cyan,finite
10083,EN,MAF,predict,where,store,1,cyan,finite
11057,EN,MAF,predict,where,store,0,cyan,finite
11303,EN,MAF,predict,where,store,0,cyan,finite
10469,EN,MAF,predict,where,store,0,cyan,finite
11090,EN,MAF,predict,where,store,0,cyan,finite
me387,EN,MAF,predict,where,store,0,cyan,finite
10778,EN,MAF,predict,where,store,0,cyan,finite
11374,EN,MAF,predict,where,store,0,cyan,finite
10838,EN,MAF,predict,where,store,0,cyan,finite
10436,EN,MAF,predict,where,store,0,cyan,finite
11056,EN,MAF,predict,where,store,1,cyan,finite
10118,EN,MAF,predict,where,store,0,cyan,finite
10008,EN,MAF,predict,where,store,0,cyan,finite
10735,EN,MAF,predict,where,store,0,cyan,finite
10760,EN,MAF,predict,where,store,0,cyan,finite
10407,EN,MAF,predict,where,store,0,cyan,finite
10080,EN,MAF,predict,where,store,1,cyan,finite
11008,EN,MAF,predict,where,store,0,cyan,finite
10559,EN,MAF,predict,where,store,1,cyan,finite
10044,EN,MAF,predict,where,sell,0,cyan,finite
10445,EN,MAF,predict,where,sell,0,cyan,finite
10110,EN,MAF,predict,where,sell,0,cyan,finite
11497,EN,MAF,predict,where,sell,0,cyan,finite
10803,EN,MAF,predict,where,sell,1,cyan,finite
10074,EN,MAF,predict,where,sell,0,cyan,finite
10083,EN,MAF,predict,where,sell,1,cyan,finite
11057,EN,MAF,predict,where,sell,0,cyan,finite
11303,EN,MAF,predict,where,sell,0,cyan,finite
10469,EN,MAF,predict,where,sell,0,cyan,finite
